7.8576
3.5977
3.2516
0
1
2.2833
1
1
2.2833
2.0833
0
1.5
2.2833
1
1.8333
0
2.2833
1
0
2.2833
0
3.7343
1
0
3.2516
0
5.9776
0
0
1
0
0
4.5569
0
2.2833
3.1032
1
1.8333
3.3182
