8589934600	4294967296	White	2147483648	1.455	4	A242
941114376	1096824864	Black	2	1.229	4	A242
1077936128	17179869184	White	16777216	1.409	4	A242
37855692800	30626807808	White	8192	1.288	4	A242
536870912	2	Black	2147483648	3.427	4	A242
1073741824	0	White	8589934592	2.913	4	A242
1086324736	25769803776	White	34359738368	1.254	4	A242
11811160064	4299169792	Black	8388608	1.338	4	A242
4194304	0	White	536870912	0.894	4	A242
4294967296	268435456	Black	2147483648	0.96	4	A242
134234112	4294967296	White	2147483648	1.298	4	A242
134217728	0	White	4294967296	0.565	4	A242
2281701376	4294967296	White	8589934592	0.943	4	A242
36641441800	30098325504	White	524288	4.175	4	A242
1350766608	6446702592	White	1048576	1.56	4	A242
10110570513	6985148424	White	4	1.195	4	A242
536870912	2147483648	Black	1073741824	0.914	4	A242
18253611264	12884901888	White	2147483648	1.373	4	A242
18264175872	15053375496	White	32768	3.371	4	A242
1073741824	2097152	Black	536870912	1.032	4	A242
536879104	4294967296	White	2147483648	0.505	4	A242
0	0	Black	268435456	0.978	4	A242
268435456	536870912	Black	524288	0.845	4	A242
268959744	536875008	Black	1024	0.536	4	A242
268960768	536875010	Black	2048	1.008	4	A242
270011408	538972174	Black	1	2.372	4	A242
24576	536870912	White	1073741824	0.603	4	A242
0	0	Black	2147483648	0.859	4	A242
2147483648	2097152	Black	4294967296	0.968	4	A242
6442450944	538968064	Black	1073741824	1.278	4	A242
7516192768	9128902656	Black	4194304	1.215	4	A242
7520387072	9128910848	Black	32	1.365	4	A242
17184071680	805306368	White	134217728	0.729	4	A242
4299161600	1073741824	White	4096	1.281	4	A242
1073741824	4294967296	Black	536870912	0.494	4	A242
12288	8388608	White	4294967296	0.528	4	A242
1073741824	34359738368	Black	536870912	0.419	4	A242
1610612736	36507222016	Black	268435456	0.452	4	A242
1880098816	36641440772	Black	4096	2.474	4	A242
8192	0	White	2147483648	0.786	4	A242
