147470	268509456	Black	4194304	2.501	3	A1156
5391502	276904272	Black	8589934592	2.82	3	A1156
10205938830	4573968721	Black	32	2.254	3	A1156
44582487726	24002509137	Black	262144	1.582	3	A1156
0	0	Black	2147483648	2.206	3	A1156
2155905024	1343225856	Black	128	1.348	3	A1156
7930422352	9131809192	White	65536	2.157	3	A1156
25143845968	9148651944	White	131072	6.802	3	A1156
2147483648	64	Black	8388608	1.355	3	A1156
4	0	White	64	2.004	3	A1156
0	0	Black	2147483648	1.915	3	A1156
2147483680	8256	Black	4294967296	3.079	3	A1156
264480	1075314688	White	1	2.009	3	A1156
18320744448	15034482688	White	32768	1.991	3	A1156
18341715968	15034515520	White	16	1.78	3	A1156
18610151424	15034515536	White	2048	2.227	3	A1156
80	4202496	Black	32	1.427	3	A1156
23623108684	8728367280	White	1048576	2.17	3	A1156
24696850508	8729415856	White	536870912	1.793	3	A1156
2107424	1614823424	Black	64	1.631	3	A1156
2107488	1883258880	Black	2147483648	2.263	3	A1156
0	0	Black	2	2.313	3	A1156
2147500034	12591104	Black	2097152	1.429	3	A1156
2149597186	29368320	Black	33554432	1.956	3	A1156
4299162112	32800	White	33554432	2.01	3	A1156
4294967300	536871168	Black	4194304	1.305	3	A1156
12288	128	White	16384	1.929	3	A1156
4294979584	16512	White	2147483648	2.573	3	A1156
4294980608	2147500160	White	2048	2.624	3	A1156
3223328832	5267466	Black	4294967296	3.634	3	A1156
7518296128	5268490	Black	536870912	2.314	3	A1156
64	1	Black	1073741824	3.088	3	A1156
4194304	0	White	1073741824	0.87	3	A1156
12582912	1073741824	White	2097152	1.509	3	A1156
549734540	1077456928	White	33554432	3.887	3	A1156
4194304	1073741824	Black	8388608	1.188	3	A1156
6446649344	8421380	White	16384	3.104	3	A1156
0	0	Black	8	1.734	3	A1156
4833960072	3502276672	Black	32	1.301	3	A1156
0	0	Black	1073741824	1.495	3	A1156
3221225472	12582912	Black	4294967296	1.216	3	A1156
8	0	White	8192	2.388	3	A1156
0	0	Black	4194304	1.511	3	A1156
4210752	8589942816	Black	1073741824	1.558	3	A1156
4311793664	3221233664	White	4194304	1.863	3	A1156
10485760	4194320	Black	32768	1.588	3	A1156
10518528	2151677968	Black	8192	1.387	3	A1156
