0	0	Black	1048576	4.613	5	A1198
7344132	9143590913	Black	524288	1.268	5	A1198
4313066208	13160721	White	4	2.305	5	A1198
6460615392	8603095317	White	33554432	3.369	5	A1198
2097152	4194304	Black	8192	7.038	5	A1198
2107396	12603392	Black	32	13.76	5	A1198
2107428	12603408	Black	536870912	1.453	5	A1198
4295163904	33587200	White	16777216	1.261	5	A1198
12885098496	50364416	White	8388608	46.583	5	A1198
2	0	White	2048	2.945	5	A1198
2097162	2052	White	4096	0.754	5	A1198
6292490	14340	White	16384	0.819	5	A1198
0	0	Black	2048	1.054	5	A1198
2151700480	5368717352	Black	2097152	5.286	5	A1198
4194304	134217728	Black	8388608	2.704	5	A1198
12582912	134221824	Black	16384	1.631	5	A1198
12885958656	14680064	White	16777216	0.774	5	A1198
0	0	Black	2097152	3.812	5	A1198
2097152	4194304	Black	8192	6.83	5	A1198
6476013568	29360128	White	2097152	0.927	5	A1198
2048	8192	Black	2097152	1.837	5	A1198
2099200	536879104	Black	4194304	2.08	5	A1198
0	0	Black	2097152	1.525	5	A1198
35663872	29376512	Black	2048	4.804	5	A1198
75628800	34366029824	White	4096	1.988	5	A1198
109216000	34382811136	White	16384	5.494	5	A1198
0	0	Black	2097152	1.492	5	A1198
3145728	1077936128	Black	2147483648	5.319	5	A1198
3221225474	6144	White	8192	0.887	5	A1198
4194304	4	Black	2097152	4.28	5	A1198
6299648	8519684	Black	16384	18.3	5	A1198
6316032	2156003332	Black	32768	1.184	5	A1198
1074798592	12582912	White	16777216	1.813	5	A1198
4194304	0	White	4096	3.242	5	A1198
4202496	4096	White	16	1.786	5	A1198
2152734728	8394768	White	2097152	0.81	5	A1198
6447703048	1084233744	White	8589934592	1.111	5	A1198
6749725801	44051535888	White	128	1.723	5	A1198
4096	32	Black	8192	0.693	5	A1198
540030976	4211756	Black	16	4.686	5	A1198
540030992	272647212	Black	8388608	5.169	5	A1198
8445956	6361088	White	1048576	25.065	5	A1198
2156453892	7410688	White	128	4.078	5	A1198
12288	8388608	White	16384	0.704	5	A1198
1073754112	8404992	White	2097152	0.77	5	A1198
61275191461	6504367194	White	131072	1.948	5	A1198
4196352	4096	White	2097152	0.615	5	A1198
0	0	Black	4194304	0.565	5	A1198
9133676833	7978624002	Black	67108864	0.969	5	A1198
9200785697	7978689538	Black	128	7.046	5	A1198
2149716032	5372919808	White	16777216	6.153	5	A1198
6297600	1048589	Black	2	0.794	5	A1198
6297618	9437229	Black	16384	0.996	5	A1198
6307840	8392706	Black	8192	1.421	5	A1198
10744815656	5914562582	Black	33554432	1.875	5	A1198
10778370088	40274300950	Black	67108864	2.263	5	A1198
10979696680	40559513622	Black	512	3.72	5	A1198
