6442450944	1107296256	Black	8589934592	0.986	2	212
0	0	Black	2147483648	1.905	2	212
6442450944	536879104	Black	8589934592	0.558	2	212
1073741952	2147483648	White	4294967296	0.499	2	212
15049228288	18394120192	Black	256	1.088	2	212
15032385536	536875016	Black	1073741824	0.205	2	212
536870912	0	White	2147483648	0.945	2	212
6442450944	8589942784	Black	1073741824	1.501	2	212
18322292740	15036596224	White	32768	2.211	2	212
5242880	2147483648	White	4294967296	0.534	2	212
5251072	6442450944	White	8589934592	0.739	2	212
4100	2147483648	White	4294967296	0.599	2	212
6442450944	17184063488	Black	1073741824	2.071	2	212
0	0	Black	2147483648	1.147	2	212
6442450944	6291456	Black	8589934592	0.58	2	212
6442450944	8589934608	Black	1073741824	1.509	2	212
7522484224	9127856144	Black	4	1.796	2	212
7522484228	9127860240	Black	16384	3.645	2	212
6144	2147483648	White	4294967296	0.487	2	212
8589934592	0	White	2147483648	0.629	2	212
9156165720	24731721728	White	32	1.061	2	212
2097176	3221225472	White	4294967296	1.653	2	212
4328554500	2151677984	White	8192	0.377	2	212
15032385536	17179869208	Black	1073741824	0.428	2	212
6291456	2147483648	White	4294967296	0.816	2	212
15032385536	7340032	Black	1073741824	0.642	2	212
8192	0	White	2147483648	0.699	2	212
12288	2147483648	White	4294967296	0.332	2	212
6442450944	1073741826	Black	8589934592	3.394	2	212
1056768	2147483648	White	4294967296	1.028	2	212
6442450944	545259520	Black	8589934592	0.939	2	212
15032385536	549453824	Black	1073741824	0.731	2	212
6448742400	28704	Black	32768	3.604	2	212
268437504	2147483648	White	1073741824	0.915	2	212
2162163712	4311744518	Black	1048576	0.599	2	212
