subject,1,2,3,4,5,6,7,8,9,10,feature drop rate,heuristic quality,planning depth,elo,ExactAge,FlooredAge
101:R_31SM3mwQvAhBwar,4.355020000000001,0.00140068,0.311736,0.050278,0.7112700000000001,1.8032599999999999,0.9679300000000002,0.522296,5.39542,9.98518,0.311736,0.47050549470547826,7.355169999999999,227,17.4904,17.0
102:R_vdABJ1XvXNriwff,7.230080000000001,0.0016350999999999998,0.29048399999999996,0.0590364,0.422454,0.07538439999999999,1.8267200000000003,1.598172,5.9352399999999985,9.362680000000001,0.29048399999999996,0.6091388062207492,8.54983,179,15.005500000000001,15.0
107:R_2ahKzS67s2u094R,1.20094,0.3051451399999999,0.229306,0.07494979999999998,1.2905200000000001,0.48323400000000005,0.866672,-0.10283400000000001,3.5859,9.85612,0.229306,0.46900630443730973,2.2006414,179,12.726,12.0
117:R_2XpQzVOPaMJjkCo,1.373424,0.03182042,0.14290528,0.0569932,0.943056,0.5072639999999999,0.753096,-0.11314060000000001,4.381600000000001,9.45938,0.14290528,0.5369186463148785,3.947276,109,15.9315,15.0
121:R_2zoxitKzRuYUblm,3.3050399999999995,0.010620000000000001,0.18570400000000004,0.05219320000000001,0.6702919999999999,0.55186,1.1487859999999999,0.5175702400000001,3.7389400000000004,9.9864,0.18570400000000004,0.5582572093682651,4.877048,-9,14.4055,14.0
129:R_2q8z9DfvMUHDZio,2.24395,0.00543608,0.22635200000000003,0.05210479999999999,0.5910440000000001,0.46253,1.0956759999999999,0.780724,4.05816,9.939580000000001,0.22635200000000003,0.6245568731989023,8.084722,129,14.271199999999999,14.0
137:R_2X1ycnpBX7zJOwI,1.674728,0.13519483999999998,0.39866999999999997,0.075193,0.540572,0.27549999999999997,1.2223680000000001,1.058304,4.7258,9.49432,0.39866999999999997,0.6100415584844675,3.7838351999999995,-8,11.0849,11.0
139:R_1F5MGuZ2rKZOLnc,1.097224,0.28679054000000004,0.1073977398324,0.0586982,1.8040300000000002,-2.562992,-1.67701,6.834493,-0.040080000000000116,-4.54594,0.1073977398324,0.230035162083945,5.072782,-194,10.0219,10.0
149:R_shhEOP9BPIFkz97,4.1384799999999995,0.0090797,0.374332,0.058975,0.746094,1.0159639999999999,1.237398,1.41404,4.72786,8.85588,0.374332,0.5329610784334482,5.252114,66,11.7616,11.0
150:R_3ilNhJufw9u0JJr,3.624739999999999,0.007976140000000001,0.48191000000000006,0.05204439999999999,0.9716400000000001,0.8563939999999999,1.357916,-0.2548,4.53556,9.53002,0.48191000000000006,0.4791172464088196,4.205144000000001,-53,11.7589,11.0
152:R_XEQd4AtPvWuAWnT,2.4291600000000004,0.09044008,0.30447799999999997,0.080819,0.903268,0.9857800000000001,1.07531,-0.10846400000000003,3.9364800000000004,9.64398,0.30447799999999997,0.48486675808540036,2.86924088,7,8.0247,8.0
156:R_2TTetTXWqRwQOGb,1.2814899999999998,0.413638,0.49103199999999997,0.050806,1.27574,0.454384,1.2844000000000002,-2.0594438,4.29612,9.77886,0.49103199999999997,0.3747186763383063,1.7749168400000002,-96,10.5041,10.0
166:R_9Nac2hjg6u7BlS1,2.3516000000000004,0.013827740000000002,0.33199199999999995,0.1002046,0.94909,0.30673658,1.0426739999999999,0.08276852,3.24206,9.5969,0.33199199999999995,0.5129595629892313,2.907994,-116,11.1123,11.0
171:R_1Qck2ykGDls2DLz,2.40708,0.030906460000000004,0.279092,0.06968700000000001,0.6610240000000001,0.815236,1.1718220000000001,-0.415072,3.6154400000000004,9.7626,0.279092,0.46855880732486116,3.4238340000000003,-45,9.8986,9.0
175:R_2vjnTMhG0Bpa7wq,5.6690000000000005,0.00160316,0.283354,0.05167219999999999,0.807324,0.7715440000000001,0.9923119999999999,0.193154,3.729520000000001,9.91738,0.283354,0.5351139320239806,5.8313180000000004,85,13.7918,13.0
179:R_2xV1IwgJyplwuvp,5.0044200000000005,0.32130778000000004,0.4576160000000001,0.1475794,0.8560000000000001,0.30185,1.57012,-3.0110799999999998,4.959739999999999,8.075190000000001,0.4576160000000001,0.3497902339690249,1.9049114483,-180,10.3123,10.0
180:R_1OGFPUUh0z8rWBh,2.916354,0.4941972,0.412458,0.097867,1.45432,0.29445,1.1144560000000001,-3.3801,4.75018,9.748920000000002,0.412458,0.2885517499086986,1.668576812,-70,10.3123,10.0
181:R_3fDgQlApbcv1n4e,2.639608,0.48235453999999994,0.23325649999999998,0.053612799999999995,1.196308,0.643378,0.9247879999999998,0.43921399999999994,4.40732,9.820640000000001,0.23325649999999998,0.5096237434101848,1.5336424580000003,219,16.4,16.0
182:R_3NEgCFlK1BFSmdZ,2.331902,0.6323831999999999,0.312504,0.05588540000000001,1.2689119999999998,0.09162699999999999,1.35066,0.0911568,4.422140000000001,9.37274,0.312504,0.471283512366672,1.1617436907,319,13.8877,13.0
183:R_2uPQbPniskmS0Ep,5.479927999999999,0.5748735999999999,0.39929000000000003,0.05178320000000001,1.19882,0.296942,1.445374,-0.8690939999999999,5.52872,9.07596,0.39929000000000003,0.45063567427333096,0.8568556551200001,198,10.4384,10.0
187:R_3oHOHstFKN4HiLA,0.728756,0.06518988,0.26097,0.06255079999999999,1.0685040000000001,-0.608404,1.1544780000000001,-0.42444699999999996,4.606219999999999,9.99384,0.26097,0.43713839566264434,3.921362,66,13.3507,13.0
192:R_1LeQOpZ9pat1k7D,3.5760199999999998,0.00669816,0.321142,0.0527852,1.045446,0.7925599999999999,0.6317419999999999,0.839396,3.9988,8.65822,0.321142,0.5329844589520528,4.474322,141,14.8329,14.0
194:R_24rdiskqYQc7BsO,0.9468780000000001,0.2380388,0.325466,0.055718000000000004,1.6782800000000002,0.838264,0.758554,0.12706179999999997,4.5908,9.943180000000002,0.325466,0.4334057332845038,1.9870438,144,9.3014,9.0
196:R_0voL9dLPRpILrS9,3.930264,0.13171858,0.37181324,0.0976404,1.2519639999999999,1.9327560000000001,1.3353639999999998,2.4931790200000004,4.684116,7.7097,0.37181324,0.45692776407349056,5.629065,-178,11.5205,11.0
197:R_bqny5leXGykyp0t,4.09834,0.52558006,0.5439299999999999,0.19839400000000001,0.47694000000000003,0.6035402,3.910082,-2.2740739999999997,7.0948400000000005,4.678120000000001,0.5439299999999999,0.418836720165352,0.9425897182,-180,11.189,11.0
199:R_D1Afhly6eOCY66B,7.597472000000001,0.20093747999999997,0.170952,0.05381959999999999,0.5876279999999999,0.1380594,1.72086,0.21917599999999998,5.27858,9.94598,0.170952,0.5866354210716944,6.185204000000001,222,14.6658,14.0
200:R_1NCzjmN3Hl5r3HF,2.7004799999999998,0.023249199999999998,0.36610400000000004,0.052196,0.8246840000000001,0.51237,1.0935199999999998,0.3902578,3.5738800000000004,9.884699999999999,0.36610400000000004,0.5536706946963923,2.438832,58,9.0301,9.0
201:R_3kzZPXnjFGbpt30,5.020099999999999,0.00142648,0.37658,0.0635696,1.093108,0.687648,1.04801,0.565804,4.91906,9.476740000000001,0.37658,0.5312306733563814,6.104922,115,12.6082,12.0
202:R_2OHMsGSLXJZG0Bc,2.8512399999999998,0.015027980000000002,0.35185600000000006,0.054164199999999996,0.9861380000000001,0.9200659999999999,1.140614,0.39143800000000006,3.5715600000000003,9.54314,0.35185600000000006,0.4936847632460073,2.800434,40,13.287699999999997,13.0
208:R_2AST2XkjQUqflkc,0.5092019999999999,0.08069284000000002,0.14223501413999998,0.0529944,1.3743859999999999,4.049024,-1.071094,3.9920780000000002,0.05045199999999976,2.15364,0.14223501413999998,0.1982832714451849,6.956916000000001,-91,9.9068,9.0
209:R_1esokoelkIOTy89,7.952039999999999,0.0018340399999999999,0.537506,0.0559546,1.2823319999999998,1.356252,1.184748,0.6802100000000001,5.22888,7.366160000000001,0.537506,0.46236667173500584,6.449324,95,12.5014,12.0
212:R_OOl4OrOpRgbrLBD,2.853842,0.53100556,0.22844199999999998,0.0556314,1.3309799999999998,0.340102,1.1446939999999999,-0.1408626,4.214499999999999,9.78546,0.22844199999999998,0.4623590317739664,2.0045636879999997,191,9.0082,9.0
215:R_32R47f1GRrLhRdX,7.88696,0.006883820000000001,0.62331,0.08306699999999999,1.10791,1.021052,-0.201064,0.627346,5.1701,9.877,0.62331,0.44160868075910253,3.5960360000000002,-66,12.874,12.0
216:R_21j62EoiJ63yEJ5,0.951642,0.07207988000000001,0.31026200000000004,0.05532060000000001,0.9834419999999999,0.9765919999999999,0.9293319999999999,0.46818879999999996,3.6971599999999993,9.821279999999998,0.31026200000000004,0.5084774626574823,4.258686,139,15.2603,15.0
217:R_1JPc2llYzw1ezqs,4.220912,0.20415160000000002,0.4290580000000001,0.061432200000000006,0.705962,0.5311199999999999,1.2445680000000001,1.303914,4.10074,9.16886,0.4290580000000001,0.5847748461330283,2.824505686,59,14.2822,14.0
221:R_2wvlbfkxX6e4M29,4.259480000000001,0.0044677,0.21973000000000004,0.0548096,0.8212160000000001,0.44041399999999997,0.9095080000000001,0.105214,4.73056,9.13304,0.21973000000000004,0.5799323802494298,5.538748,98,9.0137,9.0
226:R_2X10rcLujzFpHxv,5.709180000000001,0.0052954,0.296168,0.0550412,1.2003119999999998,0.515362,0.582338,0.3372719,5.8697,9.96164,0.296168,0.5199644844523099,4.311576,163,12.0767,12.0
227:R_2qlLx30lmNEXUJL,6.252440000000001,0.005015520000000001,0.576102,0.0831038,1.112736,0.1484298,1.607516,0.24647000000000005,5.06664,7.15504,0.576102,0.4819893959017893,4.371736,101,15.463,15.0
228:R_ULyuWg2JwZBuGiJ,2.388728,0.39534519999999995,0.32493800000000006,0.130369,1.25902,-2.145764,1.260796,-0.06736,4.805079999999999,9.905240000000001,0.32493800000000006,0.27396561139498143,1.5523828400000002,-85,16.8575,16.0
229:R_3KxYOzYEKloODvs,1.198856,0.028375259999999996,0.17115,0.0507142,0.9354019999999998,0.8951439999999999,0.7135079999999999,0.031820100000000004,4.01844,9.96438,0.17115,0.5154610449901612,5.367102,281,11.5014,11.0
230:R_28G5rUmynDONqbJ,1.454094,0.025600119999999997,0.23876599999999998,0.05193300000000001,0.8928339999999999,1.1918799999999998,0.8482419999999999,0.80392,4.1584200000000004,9.90196,0.23876599999999998,0.5144565948446699,4.532506,164,11.3616,11.0
231:R_2QRpawEy8w6txvN,0.738012,0.019741500000000002,0.320638,0.0505066,0.788492,2.1488000000000005,0.6231479999999999,-0.76381,4.38446,9.726980000000001,0.320638,0.36788566627525277,5.819338,171,13.9452,13.0
236:R_24qFUPTZKx0SybQ,2.1933459999999996,0.21912418000000003,0.04525616602,0.1370338,2.7773600000000003,-3.21644,-0.3706859999999998,3.8560320000000003,-3.59982,2.045629,0.04525616602,0.24245693452678774,7.98279,-483,12.2603,12.0
242:R_12lQaNUgCpqQizh,6.971786,0.37134092,0.28056000000000003,0.07876539999999999,0.433878,0.729902,0.721652,1.288748,5.389819999999999,9.32894,0.28056000000000003,0.6004805305717593,4.917865906,124,15.2274,15.0
245:R_eINRkRhqhKHRjzz,1.50432,0.03602222000000001,0.296002,0.056783600000000004,0.8417200000000001,0.451222,0.9728620000000001,0.087516,4.2332,9.9357,0.296002,0.5684769156815997,3.9154579999999997,94,9.926,9.0
248:R_1Do3QQWN7pWkPwQ,2.712182,0.6079198,0.21693199999999999,0.05403139999999999,1.205848,0.1492082,1.12348,0.5016339999999999,4.26464,9.990120000000001,0.21693199999999999,0.5140419349545178,1.2359043,201,15.605500000000001,15.0
249:R_d1i4xMt2Vzivxg5,5.13208,0.013044420000000001,0.2914,0.0590306,0.947184,0.5530459999999999,0.6417520000000001,-1.153668,5.26588,9.5167,0.2914,0.4524849818392143,2.903642,104,14.380799999999999,14.0
250:R_r2BwOdT2hnmQ5WN,3.7756999999999996,0.00593578,0.324222,0.06654,0.618404,0.6205320000000001,0.5731496,1.1186399999999999,4.2274,9.3797,0.324222,0.5935972446791193,5.212770000000001,27,17.2055,17.0
