403247640	19983360	Black	4194304	2.508	4	102
8914944	1048584	White	2097152	4.113	4	102
2149580800	10	Black	4	8.904	4	102
2151686144	1207959552	White	16	1.204	4	102
1073742849	8388800	Black	1048576	1.097	4	102
131072	0	White	67108864	1.293	4	102
204800	67141632	White	33554432	2.665	4	102
16982016	100696064	White	32	1.462	4	102
0	0	Black	2147483648	1.04	4	102
2147483648	262144	Black	2097152	1.141	4	102
4194304	0	White	2147483648	1.353	4	102
23622320128	1080033280	Black	8589934592	1.129	4	102
57352	134223872	White	65536	1.979	4	102
4235296	2157969408	White	16384	6.596	4	102
1077977142	10747924488	White	4294967296	4.581	4	102
53037279671	15615088200	White	67108864	1.094	4	102
23622336513	1099956224	White	8589934592	2.299	4	102
3758096386	14680065	Black	4294967296	0.782	4	102
4202504	8404992	White	2147483648	2.065	4	102
4204588	2157985808	White	1048576	6.837	4	102
272640044	2159034384	White	262144	5.297	4	102
0	0	Black	67108864	1.358	4	102
10246	5128	White	1048576	2.614	4	102
0	0	Black	8388608	1.659	4	102
0	0	Black	8192	1.576	4	102
8192	512	Black	4096	1.134	4	102
28672	35328	Black	2097152	1.902	4	102
2125856	25201152	Black	536870912	1.492	4	102
1614811218	2149591080	White	134217728	7.044	4	102
2621440	4295032832	Black	1048576	1.127	4	102
34359746560	8388608	White	16777216	2.577	4	102
34359762944	25165824	White	4194304	1.223	4	102
3758096384	4563410944	Black	8388608	1.671	4	102
3766489088	4569702400	Black	32768	3.96	4	102
9232384	2154825728	White	2	1.388	4	102
0	0	Black	4294967296	1.717	4	102
4299161604	8592035840	Black	1073741824	1.206	4	102
5372903462	10739522560	Black	512	1.59	4	102
8623521794	29360128	White	2097152	1.073	4	102
2147483648	34359738368	Black	4294967296	1.895	4	102
32768	0	White	2097152	1.985	4	102
2151188484	549482498	Black	8589934592	4.447	4	102
10741123076	549744642	Black	1073741824	7.218	4	102
12591104	2101248	White	8	1.811	4	102
1086332929	2101272	White	1048576	1.166	4	102
1354768389	3149850	White	2048	1.676	4	102
671090688	7516192768	Black	8589934592	1.217	4	102
9263144024	7538745892	Black	65536	4.741	4	102
43622980696	7605986084	Black	128	2.019	4	102
43631369432	24819409700	Black	268435456	1.873	4	102
