134217728	64	Black	268435456	1.359	1	183
28692	6446647296	White	32768	1.603	1	183
402915328	1078460416	Black	512	1.503	1	183
34393325568	71303170	Black	32	1.023	1	183
0	0	Black	2147483648	3.692	1	183
2151686144	537923584	Black	16	1.332	1	183
3227521024	58376	Black	65536	1.953	1	183
8388609	2147483648	White	4294967296	1.766	1	183
142606337	6442450944	White	8589934592	0.798	1	183
3221225472	4194320	Black	536870912	2.072	1	183
2147483648	33554432	Black	1073741824	0.734	1	183
4194304	0	White	2147483648	0.829	1	183
2147483648	524288	Black	1073741824	0.754	1	183
526344	3221225472	White	134217728	1.128	1	183
0	0	Black	16	2.979	1	183
1052784	270565512	Black	8192	2.097	1	183
25169920	2151677952	White	8192	0.851	1	183
2155905024	10752	Black	128	1.343	1	183
4299161600	2147483648	White	4096	1.085	1	183
0	0	Black	2147483648	0.805	1	183
24584	6442450944	White	8589934592	1.65	1	183
2151677952	4112	Black	4294967296	2.089	1	183
6446645248	4120	Black	1073741824	0.897	1	183
34359738368	8192	Black	33554432	0.593	1	183
34393325568	4218880	Black	32	0.867	1	183
2151677952	4303355904	Black	8192	0.549	1	183
20405297184	4322246672	Black	536870912	3.131	1	183
20942168096	4322377744	Black	268435456	5.55	1	183
402915328	562036736	Black	512	0.486	1	183
2147540992	134744064	White	8	0.882	1	183
134479872	160	Black	512	1.029	1	183
134480384	224	Black	256	1.575	1	183
134480384	4206592	Black	1	0.591	1	183
2097152	0	White	134217728	0.245	1	183
3227525120	939786240	White	16	4.262	1	183
0	0	Black	2147483648	1.991	1	183
7516192768	8610906112	Black	536870912	0.838	1	183
