4194304	1	Black	2097152	1.321	3	A1189
3489662976	540016640	White	4194304	0.83	3	A1189
8192	33554432	Black	4096	1.364	3	A1189
12288	33587200	Black	2048	2.514	3	A1189
526340	1052672	White	268435456	3.002	3	A1189
80	8192	White	32	0.7	3	A1189
16777297	2105376	White	536870912	1.586	3	A1189
0	0	Black	8192	2.038	3	A1189
4202497	16400	White	16777216	0.791	3	A1189
1077936128	268435584	Black	16384	1.288	3	A1189
1077952512	268435648	Black	32	4.321	3	A1189
13979734064	19771957700	Black	131072	1.14	3	A1189
8388608	0	White	4194304	1.77	3	A1189
2156011540	4299198472	White	1073741824	5.188	3	A1189
4194304	8	Black	16384	4.723	3	A1189
4210688	4294967304	Black	1073741824	1.432	3	A1189
4259840	8192	White	8388608	0.831	3	A1189
12891262976	25174028	White	33554432	7.62	3	A1189
4194304	131072	Black	4096	2.693	3	A1189
4307554304	196613	Black	16384	2.212	3	A1189
20971520	8192	White	8388608	0.923	3	A1189
21004296	8598331392	White	4294967296	8.444	3	A1189
526336	266240	Black	8	1.26	3	A1189
23626776584	8600428576	White	536870912	1.157	3	A1189
4096	1024	Black	4194304	0.851	3	A1189
4198400	8389632	Black	8192	1.102	3	A1189
1077948416	2155905024	White	128	0.772	3	A1189
4210784	8396928	White	1073741824	1.171	3	A1189
4210792	1082138752	White	32768	3.778	3	A1189
8192	2147483648	Black	2097152	1.852	3	A1189
2105344	10737418240	Black	32	3.047	3	A1189
8596254848	2189461536	White	34359738368	0.837	3	A1189
3162112	3225419776	Black	8192	2.321	3	A1189
6299648	8404992	White	4294967296	2.071	3	A1189
6291456	33554432	White	16777216	1.415	3	A1189
73925632	58736640	White	17179869184	2.02	3	A1189
0	0	Black	8192	2.656	3	A1189
8397056	6291456	White	1048576	1.048	3	A1189
8397064	7340032	White	8589934592	1.164	3	A1189
76030216	8614051840	White	32768	4.976	3	A1189
38999171432	8614216848	White	16384	1.582	3	A1189
38999173480	8614233232	White	65536	0.755	3	A1189
