0	0	Black	8	3.774	2	A1186
4294967304	545259520	Black	16	4.113	2	A1186
1212416000	34426978304	White	256	3.065	2	A1186
0	0	Black	268435456	1.796	2	A1186
268435456	524288	Black	536870912	1.627	2	A1186
7340032	513	White	262144	0.626	2	A1186
134742016	1074790400	Black	2048	0.824	2	A1186
134744064	1611661312	Black	8	0.969	2	A1186
8192	0	White	1	0.395	2	A1186
12288	1	White	1024	1.82	2	A1186
256	4294967296	Black	131072	1.347	2	A1186
8192	0	White	134217728	0.194	2	A1186
0	0	Black	134217728	2.962	2	A1186
16	0	White	134217728	0.752	2	A1186
2147483746	268960768	White	1048576	4.484	2	A1186
0	0	Black	1	1.807	2	A1186
1049601	1073876992	Black	2097152	5.086	2	A1186
147458	65792	White	16777216	0.745	2	A1186
4194336	1	White	512	0.911	2	A1186
146800672	262657	White	1024	2.202	2	A1186
67240192	38654706176	Black	17179869184	2.375	2	A1186
19579224320	38663389873	Black	64	2.587	2	A1186
212992	34359738624	White	32768	1.559	2	A1186
213120	34359771392	White	67108864	1.055	2	A1186
12800160	34460442944	White	16777216	1.485	2	A1186
67240192	34359746624	Black	65536	1.582	2	A1186
32	0	White	134217728	0.525	2	A1186
8589934592	0	White	4294967296	1.79	2	A1186
8606724128	4307566592	White	1073741824	4.733	2	A1186
8606724144	5381308416	White	64	1.191	2	A1186
131328	1536	Black	67108864	0.497	2	A1186
8615108608	521	White	262144	1.28	2	A1186
3671553	3494121472	Black	536870912	9.796	2	A1186
540542465	7789088768	Black	4	2.265	2	A1186
1140856832	525313	White	268435456	1.319	2	A1186
538705920	119537664	Black	8388608	3.022	2	A1186
1620840480	36626794496	Black	2	4.157	2	A1186
256	65536	Black	34359738368	2.437	2	A1186
8192	0	White	256	0.395	2	A1186
4206592	34359738624	White	131072	0.691	2	A1186
4222976	34359869696	White	67108864	0.639	2	A1186
0	0	Black	256	1.236	2	A1186
256	4194304	Black	34359738368	0.585	2	A1186
