nll,subject,fold,planning depth,feature drop rate,heuristic quality,elo,StudyID,DoB,Gender,ExactAge,FlooredAge,TaskDate,ageBin,ageBinNr,ageBinValue
98.93169999999998,129:R_2q8z9DfvMUHDZio,3.0,8.83225,0.3323,0.5590211525851658,129.0,129,8/11/06,M,14.2712,14.0,11/14/20,"(12.0, 17.0]",1.0,15.0
96.42060000000002,129:R_2q8z9DfvMUHDZio,4.0,6.3535900000000005,0.2468,0.5571073667774367,129.0,129,8/11/06,M,14.2712,14.0,11/14/20,"(12.0, 17.0]",1.0,15.0
98.51229999999997,129:R_2q8z9DfvMUHDZio,5.0,2.3718,0.19995,0.5187731167935867,129.0,129,8/11/06,M,14.2712,14.0,11/14/20,"(12.0, 17.0]",1.0,15.0
136.36419999999995,137:R_2X1ycnpBX7zJOwI,1.0,6.24559,0.7934,0.5506218814652271,-8.0,137,10/23/09,F,11.0849,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
150.38510000000005,137:R_2X1ycnpBX7zJOwI,2.0,4.76084,0.57357,0.5176275985527079,-8.0,137,10/23/09,F,11.0849,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
144.62390000000005,137:R_2X1ycnpBX7zJOwI,3.0,3.02388,0.48714,0.5693605121983838,-8.0,137,10/23/09,F,11.0849,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
127.96189999999996,137:R_2X1ycnpBX7zJOwI,4.0,2.98108,0.58941,0.5747596592694734,-8.0,137,10/23/09,F,11.0849,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
137.3819,137:R_2X1ycnpBX7zJOwI,5.0,4.10533,0.5866899999999999,0.5527931303055973,-8.0,137,10/23/09,F,11.0849,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
194.0445999999997,139:R_1F5MGuZ2rKZOLnc,1.0,5.332319999999999,0.63275,0.460121071481965,-194.0,139,11/7/10,F,10.0219,10.0,11/12/20,"(7.0, 12.0]",0.0,10.0
194.84609999999972,139:R_1F5MGuZ2rKZOLnc,2.0,11.3481,3.4571e-06,0.1023803049583081,-194.0,139,11/7/10,F,10.0219,10.0,11/12/20,"(7.0, 12.0]",0.0,10.0
204.18440000000004,139:R_1F5MGuZ2rKZOLnc,3.0,1.7735299999999998,0.47412,0.5522129846015366,-194.0,139,11/7/10,F,10.0219,10.0,11/12/20,"(7.0, 12.0]",0.0,10.0
192.8099999999997,139:R_1F5MGuZ2rKZOLnc,4.0,3.8294099999999998,0.74808,0.4120277191999426,-194.0,139,11/7/10,F,10.0219,10.0,11/12/20,"(7.0, 12.0]",0.0,10.0
195.5345,139:R_1F5MGuZ2rKZOLnc,5.0,2.18285,0.27783,0.3623924498736612,-194.0,139,11/7/10,F,10.0219,10.0,11/12/20,"(7.0, 12.0]",0.0,10.0
85.77909999999999,149:R_shhEOP9BPIFkz97,1.0,3.09533,0.20797,0.4821228025177416,66.0,149,2/18/09,M,11.7616,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
97.0224,149:R_shhEOP9BPIFkz97,2.0,3.6768699999999996,0.33005,0.5278280016901871,66.0,149,2/18/09,M,11.7616,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
85.712,149:R_shhEOP9BPIFkz97,3.0,3.3716199999999996,0.27775,0.4792048740539157,66.0,149,2/18/09,M,11.7616,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
128.8663,149:R_shhEOP9BPIFkz97,4.0,9.08502,0.2629,0.5029840775151679,66.0,149,2/18/09,M,11.7616,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
90.6108,149:R_shhEOP9BPIFkz97,5.0,4.55551,0.37111,0.4945186535616792,66.0,149,2/18/09,M,11.7616,11.0,11/20/20,"(7.0, 12.0]",0.0,10.0
100.64819999999996,150:R_3ilNhJufw9u0JJr,1.0,3.81828,0.37546,0.458605224210639,-53.0,150,2/18/09,M,11.7589,11.0,11/19/20,"(7.0, 12.0]",0.0,10.0
92.1243,150:R_3ilNhJufw9u0JJr,2.0,7.7518199999999995,0.43166,0.4926407803357872,-53.0,150,2/18/09,M,11.7589,11.0,11/19/20,"(7.0, 12.0]",0.0,10.0
134.6896,150:R_3ilNhJufw9u0JJr,3.0,7.20268,0.47794,0.4874738166564011,-53.0,150,2/18/09,M,11.7589,11.0,11/19/20,"(7.0, 12.0]",0.0,10.0
108.2091,150:R_3ilNhJufw9u0JJr,4.0,4.34945,0.42307,0.4501960772056338,-53.0,150,2/18/09,M,11.7589,11.0,11/19/20,"(7.0, 12.0]",0.0,10.0
115.57809999999998,150:R_3ilNhJufw9u0JJr,5.0,2.55538,0.3356,0.4489288961639007,-53.0,150,2/18/09,M,11.7589,11.0,11/19/20,"(7.0, 12.0]",0.0,10.0
97.0353,152:R_XEQd4AtPvWuAWnT,1.0,1.3493600000000001,0.26255,0.4736146809890749,7.0,152,11/9/12,M,8.0247,8.0,11/16/20,"(7.0, 12.0]",0.0,10.0
90.4214,152:R_XEQd4AtPvWuAWnT,2.0,5.12295,0.37223,0.469405940015975,7.0,152,11/9/12,M,8.0247,8.0,11/16/20,"(7.0, 12.0]",0.0,10.0
90.5139,152:R_XEQd4AtPvWuAWnT,3.0,4.94785,0.40432,0.4653371851772132,7.0,152,11/9/12,M,8.0247,8.0,11/16/20,"(7.0, 12.0]",0.0,10.0
95.44459999999998,152:R_XEQd4AtPvWuAWnT,4.0,7.33418,0.32089,0.4227759119632144,7.0,152,11/9/12,M,8.0247,8.0,11/16/20,"(7.0, 12.0]",0.0,10.0
96.76899999999996,152:R_XEQd4AtPvWuAWnT,5.0,3.55356,0.52042,0.4408233609704495,7.0,152,11/9/12,M,8.0247,8.0,11/16/20,"(7.0, 12.0]",0.0,10.0
99.12509999999996,156:R_2TTetTXWqRwQOGb,1.0,0.523167,0.43321,0.484383017505634,-96.0,156,5/21/10,F,10.5041,10.0,11/18/20,"(7.0, 12.0]",0.0,10.0
105.12460000000002,156:R_2TTetTXWqRwQOGb,2.0,0.68838,0.42963,0.4593258383498474,-96.0,156,5/21/10,F,10.5041,10.0,11/18/20,"(7.0, 12.0]",0.0,10.0
114.4565,156:R_2TTetTXWqRwQOGb,3.0,0.00556366,0.47778,0.4661937125441478,-96.0,156,5/21/10,F,10.5041,10.0,11/18/20,"(7.0, 12.0]",0.0,10.0
96.5622,156:R_2TTetTXWqRwQOGb,4.0,0.00561839,0.50045,0.4171534202657299,-96.0,156,5/21/10,F,10.5041,10.0,11/18/20,"(7.0, 12.0]",0.0,10.0
98.19549999999998,156:R_2TTetTXWqRwQOGb,5.0,0.323823,0.46273,0.4687626706619165,-96.0,156,5/21/10,F,10.5041,10.0,11/18/20,"(7.0, 12.0]",0.0,10.0
127.20409999999998,166:R_9Nac2hjg6u7BlS1,1.0,2.9786200000000003,0.62363,0.4658426252256866,-116.0,166,10/14/09,M,11.1123,11.0,11/21/20,"(7.0, 12.0]",0.0,10.0
116.7798,166:R_9Nac2hjg6u7BlS1,2.0,3.26727,0.7672899999999999,0.5381812261521095,-116.0,166,10/14/09,M,11.1123,11.0,11/21/20,"(7.0, 12.0]",0.0,10.0
130.71619999999996,166:R_9Nac2hjg6u7BlS1,3.0,2.49327,0.6131300000000001,0.5201274693513933,-116.0,166,10/14/09,M,11.1123,11.0,11/21/20,"(7.0, 12.0]",0.0,10.0
140.7017,166:R_9Nac2hjg6u7BlS1,4.0,5.83614,0.63835,0.4409005396231703,-116.0,166,10/14/09,M,11.1123,11.0,11/21/20,"(7.0, 12.0]",0.0,10.0
150.6436,166:R_9Nac2hjg6u7BlS1,5.0,1.82107,0.38509,0.5271843459296018,-116.0,166,10/14/09,M,11.1123,11.0,11/21/20,"(7.0, 12.0]",0.0,10.0
96.0126,171:R_1Qck2ykGDls2DLz,1.0,2.3718,0.19995,0.5187731167935867,-45.0,171,1/30/11,M,9.8986,9.0,12/21/20,"(7.0, 12.0]",0.0,10.0
109.70380000000002,171:R_1Qck2ykGDls2DLz,2.0,0.9065489999999999,0.27508,0.4758144808523791,-45.0,171,1/30/11,M,9.8986,9.0,12/21/20,"(7.0, 12.0]",0.0,10.0
112.1638,171:R_1Qck2ykGDls2DLz,3.0,1.55596,0.31532,0.4678308640162313,-45.0,171,1/30/11,M,9.8986,9.0,12/21/20,"(7.0, 12.0]",0.0,10.0
91.1832,171:R_1Qck2ykGDls2DLz,4.0,0.08188619999999999,0.19995,0.5187731167935867,-45.0,171,1/30/11,M,9.8986,9.0,12/21/20,"(7.0, 12.0]",0.0,10.0
110.06219999999996,171:R_1Qck2ykGDls2DLz,5.0,1.70175,0.19363,0.4495436994970596,-45.0,171,1/30/11,M,9.8986,9.0,12/21/20,"(7.0, 12.0]",0.0,10.0
87.0589,175:R_2vjnTMhG0Bpa7wq,1.0,0.00968625,0.30025,0.5563792406983622,85.0,175,2/23/07,F,13.7918,13.0,12/5/20,"(12.0, 17.0]",1.0,15.0
82.02249999999998,175:R_2vjnTMhG0Bpa7wq,2.0,3.59208,0.25686,0.5425334997215748,85.0,175,2/23/07,F,13.7918,13.0,12/5/20,"(12.0, 17.0]",1.0,15.0
94.0623,175:R_2vjnTMhG0Bpa7wq,3.0,4.94345,0.17519,0.39563185343281465,85.0,175,2/23/07,F,13.7918,13.0,12/5/20,"(12.0, 17.0]",1.0,15.0
88.66669999999998,175:R_2vjnTMhG0Bpa7wq,4.0,5.3344,0.19995,0.5187731167935867,85.0,175,2/23/07,F,13.7918,13.0,12/5/20,"(12.0, 17.0]",1.0,15.0
76.7482,175:R_2vjnTMhG0Bpa7wq,5.0,2.3718,0.19995,0.5187731167935867,85.0,175,2/23/07,F,13.7918,13.0,12/5/20,"(12.0, 17.0]",1.0,15.0
136.09590000000003,179:R_2xV1IwgJyplwuvp,1.0,1.7031900000000002,0.61439,0.42967490755497467,-180.0,179,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
128.72349999999994,179:R_2xV1IwgJyplwuvp,2.0,2.41757,0.0,0.0867970174587774,-180.0,179,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
126.6203,179:R_2xV1IwgJyplwuvp,3.0,0.0811565,0.18701,0.5074023762691807,-180.0,179,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
128.2101,179:R_2xV1IwgJyplwuvp,4.0,1.90688,0.26813000000000003,0.5042669507041502,-180.0,179,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
139.4117,179:R_2xV1IwgJyplwuvp,5.0,1.8791900000000001,0.36396,0.5098624082517978,-180.0,179,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
106.25019999999998,180:R_1OGFPUUh0z8rWBh,1.0,7.97111,0.46509,0.2107608365171825,-70.0,180,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
96.008,180:R_1OGFPUUh0z8rWBh,2.0,0.0310653,0.45213,0.3694193381205592,-70.0,180,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
88.1168,180:R_1OGFPUUh0z8rWBh,3.0,7.8151399999999995,0.5082399999999999,0.5410369380962461,-70.0,180,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
94.1745,180:R_1OGFPUUh0z8rWBh,4.0,1.9024400000000001,0.39254,0.3587008326637851,-70.0,180,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
79.09790000000002,180:R_1OGFPUUh0z8rWBh,5.0,0.179624,0.25845,0.40873526130842575,-70.0,180,8/11/10,M,10.3123,10.0,11/30/20,"(7.0, 12.0]",0.0,10.0
63.7857,181:R_3fDgQlApbcv1n4e,1.0,0.00116746,0.26033,0.5467373383897767,219.0,181,7/17/04,F,16.4,16.0,12/6/20,"(12.0, 17.0]",1.0,15.0
86.2711,181:R_3fDgQlApbcv1n4e,2.0,1.53092,0.29038,0.5473714995993301,219.0,181,7/17/04,F,16.4,16.0,12/6/20,"(12.0, 17.0]",1.0,15.0
75.04979999999998,181:R_3fDgQlApbcv1n4e,3.0,0.016034299999999998,0.034847,0.561836980175792,219.0,181,7/17/04,F,16.4,16.0,12/6/20,"(12.0, 17.0]",1.0,15.0
80.37089999999998,181:R_3fDgQlApbcv1n4e,4.0,4.510669999999999,0.13519,0.5462795428262414,219.0,181,7/17/04,F,16.4,16.0,12/6/20,"(12.0, 17.0]",1.0,15.0
67.3619,181:R_3fDgQlApbcv1n4e,5.0,0.0,0.43823,0.5653319444726432,219.0,181,7/17/04,F,16.4,16.0,12/6/20,"(12.0, 17.0]",1.0,15.0
66.42049999999999,182:R_3NEgCFlK1BFSmdZ,1.0,0.000820868,0.28451,0.5005961945831737,319.0,182,1/27/07,M,13.8877,13.0,12/13/20,"(12.0, 17.0]",1.0,15.0
78.68520000000002,182:R_3NEgCFlK1BFSmdZ,2.0,2.68867,0.20629,0.5349866352765168,319.0,182,1/27/07,M,13.8877,13.0,12/13/20,"(12.0, 17.0]",1.0,15.0
68.78169999999999,182:R_3NEgCFlK1BFSmdZ,3.0,0.00045603800000000003,0.2494,0.5204860234562549,319.0,182,1/27/07,M,13.8877,13.0,12/13/20,"(12.0, 17.0]",1.0,15.0
67.45960000000001,182:R_3NEgCFlK1BFSmdZ,4.0,0.0,0.42725,0.5426174212603992,319.0,182,1/27/07,M,13.8877,13.0,12/13/20,"(12.0, 17.0]",1.0,15.0
64.27780000000001,182:R_3NEgCFlK1BFSmdZ,5.0,0.0,0.30982,0.5291048640104261,319.0,182,1/27/07,M,13.8877,13.0,12/13/20,"(12.0, 17.0]",1.0,15.0
64.3316,183:R_2uPQbPniskmS0Ep,1.0,0.0,0.69627,0.3265813899529234,198.0,183,7/9/10,F,10.4384,10.0,12/13/20,"(7.0, 12.0]",0.0,10.0
83.59730000000002,183:R_2uPQbPniskmS0Ep,2.0,0.0,0.61354,0.2650611026555179,198.0,183,7/9/10,F,10.4384,10.0,12/13/20,"(7.0, 12.0]",0.0,10.0
71.56169999999999,183:R_2uPQbPniskmS0Ep,3.0,1.50919,0.31307,0.467846821388332,198.0,183,7/9/10,F,10.4384,10.0,12/13/20,"(7.0, 12.0]",0.0,10.0
79.96749999999999,183:R_2uPQbPniskmS0Ep,4.0,8.35265,0.48293,0.5110218452107947,198.0,183,7/9/10,F,10.4384,10.0,12/13/20,"(7.0, 12.0]",0.0,10.0
88.27010000000001,183:R_2uPQbPniskmS0Ep,5.0,0.00426852,0.40995,0.4545487600190671,198.0,183,7/9/10,F,10.4384,10.0,12/13/20,"(7.0, 12.0]",0.0,10.0
78.617,187:R_3oHOHstFKN4HiLA,1.0,2.28136,0.1444,0.3652677073876317,66.0,187,7/30/07,F,13.3507,13.0,12/1/20,"(12.0, 17.0]",1.0,15.0
65.8045,187:R_3oHOHstFKN4HiLA,2.0,0.013717600000000002,0.21676,0.5166914690161942,66.0,187,7/30/07,F,13.3507,13.0,12/1/20,"(12.0, 17.0]",1.0,15.0
67.8866,187:R_3oHOHstFKN4HiLA,3.0,2.53081,0.13022999999999998,0.4833853064596726,66.0,187,7/30/07,F,13.3507,13.0,12/1/20,"(12.0, 17.0]",1.0,15.0
88.1861,187:R_3oHOHstFKN4HiLA,4.0,0.00153229,0.17217000000000002,0.5647634532832939,66.0,187,7/30/07,F,13.3507,13.0,12/1/20,"(12.0, 17.0]",1.0,15.0
82.4233,187:R_3oHOHstFKN4HiLA,5.0,0.0,0.3377,0.5394345101683854,66.0,187,7/30/07,F,13.3507,13.0,12/1/20,"(12.0, 17.0]",1.0,15.0
103.4171,192:R_1LeQOpZ9pat1k7D,1.0,6.81067,0.40096,0.5678825718367737,141.0,192,2/7/06,M,14.8329,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
99.3884,192:R_1LeQOpZ9pat1k7D,2.0,4.953119999999999,0.27074000000000004,0.5256691520254317,141.0,192,2/7/06,M,14.8329,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
110.47849999999998,192:R_1LeQOpZ9pat1k7D,3.0,6.237830000000001,0.72614,0.5710632528449373,141.0,192,2/7/06,M,14.8329,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
116.472,192:R_1LeQOpZ9pat1k7D,4.0,5.47877,0.32907,0.5583298240987828,141.0,192,2/7/06,M,14.8329,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
117.4753,192:R_1LeQOpZ9pat1k7D,5.0,7.13311,0.47224,0.545893101618056,141.0,192,2/7/06,M,14.8329,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
73.455,194:R_24rdiskqYQc7BsO,1.0,0.0014046,0.37103,0.551457168856305,144.0,194,8/19/11,F,9.3014,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
63.38270000000001,194:R_24rdiskqYQc7BsO,2.0,1.19584,0.30011,0.5536617664552616,144.0,194,8/19/11,F,9.3014,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
81.107,194:R_24rdiskqYQc7BsO,3.0,4.86348,0.30845,0.5417728343178279,144.0,194,8/19/11,F,9.3014,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
67.09,194:R_24rdiskqYQc7BsO,4.0,2.33393,0.35059,0.5300232436148601,144.0,194,8/19/11,F,9.3014,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
69.86769999999999,194:R_24rdiskqYQc7BsO,5.0,4.29347,0.2688,0.5264804948304417,144.0,194,8/19/11,F,9.3014,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
169.62280000000004,196:R_0voL9dLPRpILrS9,1.0,2.67875,0.44995,0.5187731167935867,-178.0,196,5/27/09,F,11.5205,11.0,11/30/20,"(7.0, 12.0]",0.0,10.0
131.13549999999998,196:R_0voL9dLPRpILrS9,2.0,2.75733,0.46495,0.4858980706340624,-178.0,196,5/27/09,F,11.5205,11.0,11/30/20,"(7.0, 12.0]",0.0,10.0
129.35899999999998,196:R_0voL9dLPRpILrS9,3.0,3.3212699999999997,0.50783,0.4996658151377818,-178.0,196,5/27/09,F,11.5205,11.0,11/30/20,"(7.0, 12.0]",0.0,10.0
131.91179999999997,196:R_0voL9dLPRpILrS9,4.0,4.18729,0.73769,0.5414254301912786,-178.0,196,5/27/09,F,11.5205,11.0,11/30/20,"(7.0, 12.0]",0.0,10.0
140.7131,196:R_0voL9dLPRpILrS9,5.0,2.48358,0.48753,0.5281676973401929,-178.0,196,5/27/09,F,11.5205,11.0,11/30/20,"(7.0, 12.0]",0.0,10.0
164.87609999999995,197:R_bqny5leXGykyp0t,1.0,5.7344599999999994,0.72525,0.5214981161345063,-180.0,197,9/26/09,F,11.189,11.0,12/1/20,"(7.0, 12.0]",0.0,10.0
163.76040000000003,197:R_bqny5leXGykyp0t,2.0,5.20418,0.75603,0.4527728238383395,-180.0,197,9/26/09,F,11.189,11.0,12/1/20,"(7.0, 12.0]",0.0,10.0
163.08350000000004,197:R_bqny5leXGykyp0t,3.0,4.83533,0.35181,0.5001537802488035,-180.0,197,9/26/09,F,11.189,11.0,12/1/20,"(7.0, 12.0]",0.0,10.0
168.08120000000005,197:R_bqny5leXGykyp0t,4.0,2.74533,0.20004,0.5187077332581704,-180.0,197,9/26/09,F,11.189,11.0,12/1/20,"(7.0, 12.0]",0.0,10.0
169.22899999999996,197:R_bqny5leXGykyp0t,5.0,5.6332,0.67223,0.457269550058477,-180.0,197,9/26/09,F,11.189,11.0,12/1/20,"(7.0, 12.0]",0.0,10.0
86.51470000000002,199:R_D1Afhly6eOCY66B,1.0,4.04247,0.26498,0.5347836299808844,222.0,199,4/9/06,M,14.6658,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
81.15379999999998,199:R_D1Afhly6eOCY66B,2.0,3.17253,0.13384,0.5462609445113612,222.0,199,4/9/06,M,14.6658,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
109.9716,199:R_D1Afhly6eOCY66B,3.0,6.585260000000001,0.16388,0.5239438877353785,222.0,199,4/9/06,M,14.6658,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
87.1895,199:R_D1Afhly6eOCY66B,4.0,4.07439,0.20117,0.5209468423696384,222.0,199,4/9/06,M,14.6658,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
89.07480000000002,199:R_D1Afhly6eOCY66B,5.0,8.10866,0.18725,0.5542883219458883,222.0,199,4/9/06,M,14.6658,14.0,12/4/20,"(12.0, 17.0]",1.0,15.0
108.36109999999998,200:R_1NCzjmN3Hl5r3HF,1.0,3.3359699999999997,0.53571,0.4636194308145746,58.0,200,11/26/11,F,9.0301,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
116.96389999999998,200:R_1NCzjmN3Hl5r3HF,2.0,2.61614,0.45348,0.4995640136487163,58.0,200,11/26/11,F,9.0301,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
134.4178,200:R_1NCzjmN3Hl5r3HF,3.0,5.95069,0.44638,0.4620414123627967,58.0,200,11/26/11,F,9.0301,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
108.55739999999996,200:R_1NCzjmN3Hl5r3HF,4.0,5.83019,0.5261600000000001,0.525793068729203,58.0,200,11/26/11,F,9.0301,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
128.52239999999995,200:R_1NCzjmN3Hl5r3HF,5.0,3.20715,0.53875,0.4581652197904346,58.0,200,11/26/11,F,9.0301,9.0,12/4/20,"(7.0, 12.0]",0.0,10.0
117.4688,201:R_3kzZPXnjFGbpt30,1.0,5.88471,0.38258,0.5559959838588586,115.0,201,4/29/08,M,12.6082,12.0,12/4/20,"(7.0, 12.0]",0.0,10.0
90.4625,201:R_3kzZPXnjFGbpt30,2.0,2.4716,0.20966,0.5523833347547585,115.0,201,4/29/08,M,12.6082,12.0,12/4/20,"(7.0, 12.0]",0.0,10.0
102.14239999999997,201:R_3kzZPXnjFGbpt30,3.0,6.1711599999999995,0.6099,0.5623762178685091,115.0,201,4/29/08,M,12.6082,12.0,12/4/20,"(7.0, 12.0]",0.0,10.0
103.6001,201:R_3kzZPXnjFGbpt30,4.0,3.52251,0.22794,0.5642971229159829,115.0,201,4/29/08,M,12.6082,12.0,12/4/20,"(7.0, 12.0]",0.0,10.0
