,subject,fold,1,2,3,4,5,6,7,8,9,10
190,228:R_ULyuWg2JwZBuGiJ,1,9.9188,0.98749,0.53413,0.076885,0.7325,-1.9474,2.2518,-4.0114,8.0396,5.6737
191,228:R_ULyuWg2JwZBuGiJ,2,1.9989,0.019989,0.19995,0.05,1.2002,-4.1992,1.001,0.40039,3.501,10
192,228:R_ULyuWg2JwZBuGiJ,3,6.1165,0.2272,0.22908,0.16112,1.2135,-2.6725,1.282,-1.495,6.4165,9.8931
193,228:R_ULyuWg2JwZBuGiJ,4,2.5114,0.21688,0.51061,0.050026,1.3987,-2.0953,1.538,-0.61524,4.5983,10
194,228:R_ULyuWg2JwZBuGiJ,5,0.10408,0.9989,0.34355,0.099307,0.91688,-1.9137,1.2092,0.10685,4.4513,9.9939
195,229:R_3KxYOzYEKloODvs,1,1.2077,0.0010256,0.16753,0.05036,0.8865,0.91611,0.65842,-0.16154,3.8861,9.9847
196,229:R_3KxYOzYEKloODvs,2,2.1344,0.0010698,0.18052,0.051036,0.88588,1.0381,0.52524,-0.49431,4.2798,9.9269
197,229:R_3KxYOzYEKloODvs,3,0.53775,0.021979,0.22309,0.051232,1.1064,0.94311,0.72655,0.1249,4.0758,9.9995
198,229:R_3KxYOzYEKloODvs,4,0.59098,0.001022,0.3287,0.050446,1.0209,0.9667,0.84349,0.46305,4.841,9.9668
199,229:R_3KxYOzYEKloODvs,5,0.9718,0.0026527,0.25278,0.05,0.8795,0.8369,0.89518,-0.00012429,4.6614,10
200,230:R_28G5rUmynDONqbJ,1,2.6574,0.0010008,0.2475,0.050147,0.44733,0.69434,0.83627,0.45306,3.256,9.9954
201,230:R_28G5rUmynDONqbJ,2,0.92799,0.0010173,0.16728,0.050124,0.76954,1.0485,0.82705,0.71377,3.9573,10
202,230:R_28G5rUmynDONqbJ,3,9.9497,0.90009,0.32044,0.075529,0.72814,1.2745,1.1931,0.93101,5.6577,9.551
203,230:R_28G5rUmynDONqbJ,4,0.89333,0.024716,0.23071,0.05,0.90339,1.1451,0.73199,0.94834,3.5757,10
204,230:R_28G5rUmynDONqbJ,5,1.1748,0.011806,0.22372,0.067734,0.83751,1.1411,0.84681,0.80435,4.3432,9.9975
205,231:R_2QRpawEy8w6txvN,1,0.66978,0.01719,0.32057,0.05,0.79422,2.1576,0.76747,-0.37695,4.1635,9.9795
206,231:R_2QRpawEy8w6txvN,2,1.203,0.0010177,0.24519,0.062414,0.62436,2.2473,0.48378,-0.65425,4.0678,9.9651
207,231:R_2QRpawEy8w6txvN,3,0.44888,0.025505,0.28854,0.050003,0.77682,1.9513,0.68907,-0.5248,4.4691,9.9995
208,231:R_2QRpawEy8w6txvN,4,9.9976,0.0010011,0.40365,0.052875,0.99497,2.2017,0.9212,-2.8741,3.0828,9.702
209,231:R_2QRpawEy8w6txvN,5,0.62603,0.185,0.40544,0.0502,0.92155,2.3245,0.55013,-0.63493,4.1452,9.7701
210,236:R_24qFUPTZKx0SybQ,1,0.25705,0.0010001,3.7486e-08,0.05,4,10,10,-1.2755,6.4717,-9.9951
211,236:R_24qFUPTZKx0SybQ,2,0.13218,0.0060963,0,0.050004,0.74179,-10,-9.8344,9.811,-10,-5.9566
212,236:R_24qFUPTZKx0SybQ,3,0.1,0.0010926,0,0.05,2.8979,-9.9857,9.9999,-4.1138,10,2.4394
213,236:R_24qFUPTZKx0SybQ,4,0.23661,0.048063,3.8967e-05,0.05012,2.2623,-9.9993,9.935,-5.1747,-3.4715,-9.642
214,236:R_24qFUPTZKx0SybQ,5,0.10002,0.0010631,0.00094125,0.050005,3.9248,8.2195,9.9996,-9.9939,5.8884,-1.8377
215,242:R_12lQaNUgCpqQizh,1,8.96,0.92516,0.51832,0.056472,0.42708,0.90112,1.0869,1.7292,7.8288,3.1532
216,242:R_12lQaNUgCpqQizh,2,9.8197,0.0010008,0.15881,0.0523,0.27287,0.51072,0.93579,1.5933,3.585,8.4125
217,242:R_12lQaNUgCpqQizh,3,10,0.0010074,0.44042,0.12009,0.27762,0.30689,2.8693,2.4812,5.1196,-2.0578
218,242:R_12lQaNUgCpqQizh,4,0.51911,0.0010001,0.40305,0.05,0.7926,0.87995,0.39756,0.72773,4.3627,9.9988
219,242:R_12lQaNUgCpqQizh,5,7.4049,0.0010905,0.52898,0.051272,0.9346,0.60916,0.73733,0.73338,2.8419,9.9667
220,245:R_eINRkRhqhKHRjzz,1,0.82034,0.043774,0.29998,0.055441,0.65141,0.5832,1.1687,0.55151,5.0005,9.8613
221,245:R_eINRkRhqhKHRjzz,2,2.7744,0.014657,0.20461,0.052738,0.79369,0.55702,0.83667,-0.021394,4.8673,9.976
222,245:R_eINRkRhqhKHRjzz,3,5.065,0.57557,0.29591,0.055988,0.63335,0.44983,1.3108,0.3801,6.7798,9.9442
223,245:R_eINRkRhqhKHRjzz,4,0.72591,0.0054584,0.27105,0.061044,0.70174,0.34905,1.0547,0.10178,4.3065,9.8558
224,245:R_eINRkRhqhKHRjzz,5,1.558,0.0087966,0.22889,0.052455,0.84793,0.39722,0.89022,-0.31363,4.5223,9.9926
225,248:R_1Do3QQWN7pWkPwQ,1,0.24913,0.017837,0.27279,0.05,1.2547,0.38319,0.90458,0.34613,3.8309,9.9853
226,248:R_1Do3QQWN7pWkPwQ,2,2.6031,0.92139,0.25192,0.071703,1.237,0.45366,0.98354,0.26095,4.4059,9.9778
227,248:R_1Do3QQWN7pWkPwQ,3,1.0059,0.013045,0.085331,0.052905,1.3824,0.46428,0.90204,0.52923,3.4243,9.8171
228,248:R_1Do3QQWN7pWkPwQ,4,0.73108,0.0027315,0.27088,0.053662,1.5937,0.47589,0.87044,0.34845,3.5523,9.2369
229,248:R_1Do3QQWN7pWkPwQ,5,9.9849,0.70719,0.18506,0.072818,1.233,0.35034,0.98297,0.54726,4.4429,10
230,249:R_d1i4xMt2Vzivxg5,1,8.4331,0.011564,0.1011,0.050004,0.83453,0.50456,0.39546,-1.2345,3.2881,7.778
231,249:R_d1i4xMt2Vzivxg5,2,3.0872,0.015357,0.31504,0.052149,1.0156,0.51257,0.62618,-1.2793,4.9536,9.8384
232,249:R_d1i4xMt2Vzivxg5,3,1.6317,0.032897,0.28742,0.055185,1.0842,0.34589,0.69719,-0.15841,4.585,8.7828
233,249:R_d1i4xMt2Vzivxg5,4,1.7199,0.013671,0.22145,0.051949,0.88471,0.52432,0.54263,-0.21091,3.8493,9.6789
234,249:R_d1i4xMt2Vzivxg5,5,7.0573,0.010057,0.26433,0.05279,0.81772,0.53623,0.55846,-0.94352,5.8024,9.8864
235,250:R_r2BwOdT2hnmQ5WN,1,10,0.0010001,0.48381,0.05,1.0818,0.8574,0.079048,1.8088,5.926,9.9887
236,250:R_r2BwOdT2hnmQ5WN,2,7.2924,0.0028176,0.51266,0.0521,0.87437,0.57336,1.0342,1.7919,5.0429,9.1995
237,250:R_r2BwOdT2hnmQ5WN,3,1.5026,0.0010001,0.26244,0.05231,0.54533,0.63153,0.62933,1.6642,3.1426,10
238,250:R_r2BwOdT2hnmQ5WN,4,8.3509,0.44107,0.45066,0.078527,0.25235,1.0543,2.1693,3.0415,6.4905,-0.055665
239,250:R_r2BwOdT2hnmQ5WN,5,5.4308,0.001,0.40558,0.12567,0.69666,0.84473,1.0278,1.2939,3.1396,4.6582
240,256:R_10BfVTQovUcZioM,1,4.0251,0.0013258,0.22009,0.057496,0.86008,1.004,0.85644,1.4036,3.6264,9.9999
241,256:R_10BfVTQovUcZioM,2,1.5678,0.0024239,0.18234,0.050852,0.66671,0.64753,1.1452,1.4547,4.1172,9.9745
242,256:R_10BfVTQovUcZioM,3,5.2896,0.0012104,0.15013,0.05,0.25744,0.7511,1.388,1.2248,3.4694,10
243,256:R_10BfVTQovUcZioM,4,9.9951,0.0010004,0.52349,0.051421,1.862,0.98502,0.67703,1.162,4.0091,10
244,256:R_10BfVTQovUcZioM,5,1.1675,0.0013574,0.14685,0.050621,0.35222,0.75389,1.4714,1.6521,3.6148,9.9948
245,273:R_2zuodaGDxpO8dfe,1,4.3444,0.0042157,0.21412,0.071317,0.46708,0.5689,0.70644,1.088,3.5968,9.8794
246,273:R_2zuodaGDxpO8dfe,2,4.5665,0.0079477,0.25051,0.050059,0.51332,0.60136,0.87114,1.8045,4.8387,10
247,273:R_2zuodaGDxpO8dfe,3,3.3071,0.001001,0.11271,0.053194,0.4402,0.61475,0.92146,1.3647,3.5826,8.4782
248,273:R_2zuodaGDxpO8dfe,4,9.9936,0.001,0.37429,0.050101,0.25725,0.53646,1.4539,2.2298,6.1876,6.4795
249,273:R_2zuodaGDxpO8dfe,5,2.1012,0.0024448,0.21316,0.051677,0.80934,0.60238,0.46541,1.0553,3.383,9.9297
250,281:R_NVGtaI93MLLVQfT,1,10,0.001,0.2603,0.050006,0.25,0.48236,1.7345,1.8943,6.1921,10
251,281:R_NVGtaI93MLLVQfT,2,0.88203,0.020457,0.17915,0.054414,0.55304,0.5595,1.3006,0.72311,4.384,9.9958
252,281:R_NVGtaI93MLLVQfT,3,0.80907,0.001,0.039152,0.05,0.49627,0.37239,1.1177,0.832,2.3409,9.9879
253,281:R_NVGtaI93MLLVQfT,4,10,0.0070234,0.14548,0.050717,0.28414,0.4121,2.5036,2.3387,6.8574,8.8668
254,281:R_NVGtaI93MLLVQfT,5,7.2698,0.0023725,0.21843,0.076966,0.94554,0.77281,0.62189,-0.48084,4.3962,9.6959
255,290:R_25zHKt5eqk2Fr1k,1,0.22057,0.016617,9.0024e-07,0.050204,3.1839,9.9993,8.9241,-8.0682,-10,-7.4921
256,290:R_25zHKt5eqk2Fr1k,2,0.1,0.0010058,0.00010494,0.050097,3.9795,9.1387,9.9976,-3.3106,-3.0781,-9.9771
257,290:R_25zHKt5eqk2Fr1k,3,1.0358,0.0022367,1.1283e-07,0.050001,3.0044,10,9.9622,-9.9951,-9.9875,-2.8912
258,290:R_25zHKt5eqk2Fr1k,4,0.10001,0.98398,3.0312e-06,0.050812,3.9416,-9.9998,8.2457,3.5758,-6.36,-6.4733
259,290:R_25zHKt5eqk2Fr1k,5,0.4255,0.0014687,0.00016211,0.050182,3.2865,9.9999,6.0088,1.5018,-0.65598,-1.9414
260,305:R_WBOZ0yrZfLTCClz,1,9.7241,0.0010026,0.37579,0.055251,0.94139,0.34811,-0.022669,0.27604,6.1273,10
261,305:R_WBOZ0yrZfLTCClz,2,4.2129,0.0080253,0.5274,0.072397,1.2011,0.48869,0.59897,0.44077,3.8703,7.2888
262,305:R_WBOZ0yrZfLTCClz,3,9.9825,0.0041418,0.47647,0.1343,1.2651,0.57508,0.48379,1.1128,5.4324,9.9784
263,305:R_WBOZ0yrZfLTCClz,4,4.5546,0.0046067,0.22364,0.061849,0.7842,0.37112,0.017438,-0.081054,5.2251,9.919
264,305:R_WBOZ0yrZfLTCClz,5,5.962,0.011771,0.38135,0.059252,1.0962,0.65918,1.2451,0.56641,4.6826,10
265,804:R_3EsSw2YvrmJfDkB,1,1.2507,0.27997,0.38258,0.095253,0.94942,0.50097,1.2502,-0.2628,3.8989,9.7933
266,804:R_3EsSw2YvrmJfDkB,2,2.6359,0.0050006,0.30856,0.05002,0.25523,0.52966,0.86611,-1.3533,3.8337,9.7924
267,804:R_3EsSw2YvrmJfDkB,3,2.3842,0.057978,0.40703,0.070335,0.82327,0.66201,0.92753,-0.7411,3.8223,7.5593
268,804:R_3EsSw2YvrmJfDkB,4,1.9989,0.019989,0.44995,0.05,1.2002,0.80078,1.001,0.40039,3.501,10
269,804:R_3EsSw2YvrmJfDkB,5,1.8363,0.040972,0.28085,0.07295,1.0532,0.68007,0.87499,-0.082399,3.8268,9.9769
270,805:R_BDtiNRvCWgS3tlv,1,2.5744,0.016247,0.47076,0.053531,0.84425,0.94827,1.1407,0.3769,4.8863,9.0293
271,805:R_BDtiNRvCWgS3tlv,2,1.24,0.0010002,0.27661,0.050005,0.29947,0.61942,1.0755,-1.3431,3.4575,10
272,805:R_BDtiNRvCWgS3tlv,3,3.0319,0.0018114,0.32938,0.062186,0.25004,0.53604,1.2073,-0.43472,3.3082,9.979
273,805:R_BDtiNRvCWgS3tlv,4,7.6768,0.0023927,0.47028,0.11424,1.0848,0.8873,1.0351,-5.0832,5.8635,9.6684
274,805:R_BDtiNRvCWgS3tlv,5,1.9989,0.019989,0.44995,0.05,1.2002,0.80078,1.001,0.40039,3.501,10
275,806:R_2y2vsNf1xM7cyDH,1,8.0223,0.022154,0.72247,0.05,1.4703,1.7859,0.40161,1.134,6.3062,10
276,806:R_2y2vsNf1xM7cyDH,2,1.9989,0.019989,0.44995,0.05,1.2002,0.80078,1.001,0.40039,3.501,10
277,806:R_2y2vsNf1xM7cyDH,3,5.6779,0.32572,0.47408,0.18387,0.55905,1.6924,2.488,-3.6663,6.5913,6.0494
278,806:R_2y2vsNf1xM7cyDH,4,1.9989,0.019989,0.19995,0.15811,0.8252,0.80078,1.001,0.40039,3.501,10
279,806:R_2y2vsNf1xM7cyDH,5,2.2329,0.023077,0.43997,0.12606,1.1021,0.69376,1.0522,0.47232,3.4676,9.9201
280,810:R_2zjbTiTg8Eyyn0l,1,3.2262,0.0010797,0.35603,0.05463,1.0167,0.91655,0.31801,-0.77728,3.4281,8.4974
281,810:R_2zjbTiTg8Eyyn0l,2,4.2772,0.002605,0.30745,0.080025,1.0568,1.0702,0.52867,0.29718,4.5178,9.9488
282,810:R_2zjbTiTg8Eyyn0l,3,4.9451,0.0057742,0.24921,0.072979,0.98558,1.0487,0.42962,0.26744,5.0724,9.9259
283,810:R_2zjbTiTg8Eyyn0l,4,1.5761,0.0019047,0.33319,0.077538,0.87895,0.86081,0.91602,0.77967,3.774,9.7194
284,810:R_2zjbTiTg8Eyyn0l,5,6.7165,0.0010022,0.48215,0.052624,1.1625,1.0477,1.2548,1.2254,6.8028,9.9531
285,811:R_3qjkmgfPqGwc8Ds,1,8.8011,0.0010867,0.32106,0.050265,1.1497,1.2467,1.0137,0.21286,4.8543,9.9644
286,811:R_3qjkmgfPqGwc8Ds,2,4.307,0.0010003,0.2702,0.051305,0.7092,1.1206,1.2536,-0.2612,4.9839,9.9415
287,811:R_3qjkmgfPqGwc8Ds,3,9.5976,0.0010071,0.30794,0.050172,0.85635,1.0578,1.2264,1.2723,4.6175,9.8218
288,811:R_3qjkmgfPqGwc8Ds,4,3.1621,0.0010009,0.2474,0.051277,0.78341,1.4054,0.86234,0.020317,4.6109,10
289,811:R_3qjkmgfPqGwc8Ds,5,5.4218,0.002419,0.27292,0.051676,1.049,1.2959,1.0183,-0.033334,4.3018,9.5133
290,814:R_3g7L4XGVMxJRB0Y,1,0.46181,0.072861,0.37995,0.050889,1.0925,-0.13244,1.1541,-1.1354,5.1889,9.8126
291,814:R_3g7L4XGVMxJRB0Y,2,9.4568,0.99768,0.57223,0.054546,1.2389,-0.19483,1.8822,0.38672,7.3094,9.7824
292,814:R_3g7L4XGVMxJRB0Y,3,0.22782,0.058003,0.4243,0.14848,1.1828,-0.36605,1.6058,-3.4601,6.2048,9.5529
293,814:R_3g7L4XGVMxJRB0Y,4,0.81429,0.0072028,0.3872,0.10464,1.554,-0.094223,0.78501,0.17933,3.106,9.5819
294,814:R_3g7L4XGVMxJRB0Y,5,0.72337,0.56848,0.36816,0.050006,1.2669,0.26098,1.2795,-5.4995,4.1533,9.909
295,832:R_xlnbFfl5i6Zgz5v,1,0.13125,0.0040691,0.35678,0.18041,1.131,-4.3377,2.4355,-2.0354,5.834,10
296,832:R_xlnbFfl5i6Zgz5v,2,2.0032,0.57051,0.26719,0.050458,1.0302,-0.30582,1.5282,-0.020355,3.7653,9.8133
297,832:R_xlnbFfl5i6Zgz5v,3,9.9432,0.99947,0.45413,0.065801,1.0973,-0.72985,2.2941,0.043111,5.1428,5.2085
298,832:R_xlnbFfl5i6Zgz5v,4,1.3016,0.2345,0.44272,0.08997,0.9745,-5.2924,2.5287,-2.4965,6.147,10
299,832:R_xlnbFfl5i6Zgz5v,5,9.9997,0.97381,0.58287,0.082984,1.0934,-1.8633,2.3134,0.48599,6.5003,9.8555
300,833:R_1IsH6cT55Ys9Qu4,1,0.23666,0.027619,0.45001,0.050298,1.3075,0.17079,0.97504,0.23617,4.0604,8.6276
301,833:R_1IsH6cT55Ys9Qu4,2,4.2736,0.59027,0.2305,0.061029,1.1146,0.24202,0.76052,-0.47627,3.4258,9.9961
302,833:R_1IsH6cT55Ys9Qu4,3,5.7057,0.93616,0.72274,0.075244,1.595,-0.86045,2.2952,-0.34354,6.4758,9.9953
303,833:R_1IsH6cT55Ys9Qu4,4,9.6628,0.94281,0.37801,0.093316,0.71239,0.043161,1.3444,-0.20678,5.0569,9.8974
304,833:R_1IsH6cT55Ys9Qu4,5,9.986,0.97385,0.61065,0.090391,1.3835,-0.080405,2.29,-0.0087398,7.2918,8.7017
305,834:R_30ppJhWfEZIOoSi,1,0.23955,0.012428,0.35048,0.19711,1.791,0.80662,1.071,-4.072,4.3583,9.8519
306,834:R_30ppJhWfEZIOoSi,2,0.18458,0.78991,0.3191,0.16001,1.4695,1.2229,1.3308,-2.917,3.8246,9.953
307,834:R_30ppJhWfEZIOoSi,3,7.936,0.56364,0.29766,0.052355,1.82,0.9696,0.72606,-1.2739,3.2221,9.9984
308,834:R_30ppJhWfEZIOoSi,4,0.10193,0.0027369,0.20812,0.21346,1.3294,1.1033,1.1299,-2.239,4.0413,9.9796
309,834:R_30ppJhWfEZIOoSi,5,0.1,0.034639,0.42153,0.16083,3.8614,1.525,1.2428,-1.4892,4.3543,9.4625
310,842:R_3jciZNiYxaSffqd,1,0.92966,0.0045021,0.34238,0.05,0.70544,1.0065,0.94849,0.50995,3.9264,10
311,842:R_3jciZNiYxaSffqd,2,1.1932,0.0044005,0.26609,0.10225,0.56048,1.3379,0.92328,0.65804,3.3075,9.6967
312,842:R_3jciZNiYxaSffqd,3,1.191,0.011814,0.31696,0.05,0.64448,1.1343,1.0625,0.5974,4.4025,9.9952
313,842:R_3jciZNiYxaSffqd,4,0.45365,0.94659,0.39154,0.050141,0.46008,1.1131,1.1036,0.7318,4.2953,9.9977
314,842:R_3jciZNiYxaSffqd,5,1.5332,0.0066568,0.33323,0.067756,0.46223,1.0122,0.86585,0.755,3.8048,9.8967
315,844:R_2D6PtBpvztH0yVh,1,0.3457,0.0010384,1.1206e-05,0.050777,3.1768,9.2012,9.2985,-4.8657,-7.0989,4.9381
316,844:R_2D6PtBpvztH0yVh,2,0.20955,0.0038934,0.00024414,0.05,3.7087,9.9658,8.4473,-6.3574,-8.2568,-9.8828
317,844:R_2D6PtBpvztH0yVh,3,0.10864,0.0010873,0.00031848,0.05,3.9947,9.9417,9.8146,1.2512,-7.2795,1.792
318,844:R_2D6PtBpvztH0yVh,4,0.1046,0.0045469,0,0.058787,3.8816,5.5615,0.89355,4.624,-6.0107,-10
319,844:R_2D6PtBpvztH0yVh,5,0.12733,0.0011676,0,0.050112,3.6093,9.7878,5.8377,-5.9113,-8.7262,-7.153
320,846:R_z1hBUlYMwkfdbGh,1,2.9422,0.9998,0.3475,0.052821,0.43946,0.8031,0.7813,0.60964,4.1843,9.3536
321,846:R_z1hBUlYMwkfdbGh,2,0.92074,0.0040303,0.33402,0.051243,0.41541,0.64754,1.0422,0.85471,3.737,9.9652
322,846:R_z1hBUlYMwkfdbGh,3,9.7818,1,0.66841,0.050024,0.41654,0.81514,3.4124,1.0146,9.9405,9.6511
323,846:R_z1hBUlYMwkfdbGh,4,3.2371,0.0071428,0.44083,0.094389,0.74566,1.0061,0.98485,0.40949,3.4883,9.9999
324,846:R_z1hBUlYMwkfdbGh,5,1.9989,0.019989,0.19995,0.05,0.4502,0.80078,1.001,0.40039,3.501,10
325,849:R_1im5d5ENT1vk0Xm,1,1.9989,0.019989,0.44995,0.15811,1.2002,0.80078,1.001,0.40039,3.501,10
326,849:R_1im5d5ENT1vk0Xm,2,2.5165,0.018093,0.47799,0.054188,0.5239,0.57365,1.2085,0.78278,4.0492,10
327,849:R_1im5d5ENT1vk0Xm,3,1.9989,0.019989,0.44995,0.15811,1.2002,0.80078,1.001,0.40039,3.501,10
328,849:R_1im5d5ENT1vk0Xm,4,7.5078,0.0010103,0.57791,0.064197,1.2783,0.71478,0.86254,-0.51615,7.1473,8.9568
329,849:R_1im5d5ENT1vk0Xm,5,2.2914,0.016922,0.50764,0.072006,1.0352,0.48786,1.162,0.54169,3.6435,9.9344
330,856:R_3EEYoLyNN9SpuuT,1,0.98028,0.0013847,0.18732,0.05,0.84653,1.0856,1.0274,-1.252,4.9456,10
331,856:R_3EEYoLyNN9SpuuT,2,10,0.0010055,0.23288,0.050376,0.54698,0.99771,1.0459,-3.7886,6.0268,9.9731
332,856:R_3EEYoLyNN9SpuuT,3,0.13357,0.0142,0.3005,0.051727,0.75036,1.1453,0.77989,-3.7188,5.1067,10
333,856:R_3EEYoLyNN9SpuuT,4,1.0514,0.0010408,0.0027255,0.050003,0.86327,1,0.50591,-0.16695,2.732,9.8744
334,856:R_3EEYoLyNN9SpuuT,5,1.0452,0.0010726,0.23434,0.051143,0.90298,1.2122,0.60073,-1.2862,4.4436,9.9811
335,858:R_3NR4vGxEweQ74vU,1,0.60536,0.099472,0.19472,0.069551,0.89091,0.7035,0.86622,0.36333,4.4393,9.9625
336,858:R_3NR4vGxEweQ74vU,2,1.9989,0.63209,0.19995,0.05,1.2002,0.80078,1.001,0.40039,3.501,10
337,858:R_3NR4vGxEweQ74vU,3,0.77003,0.039238,0.26531,0.05,0.90762,0.63416,1.1651,0.63164,4.5267,10
338,858:R_3NR4vGxEweQ74vU,4,1.3127,0.88076,0.31727,0.05,0.78025,0.68666,1.2342,0.80395,4.8281,10
339,858:R_3NR4vGxEweQ74vU,5,1.2071,0.57491,0.32058,0.051193,1.0039,0.74349,1.073,0.55862,4.4973,10
340,859:R_2TIcY7St40mDSbp,1,2.1432,0.014607,0.53711,0.15811,1.031,0.45898,1.2305,0.83008,2.8711,9.9707
341,859:R_2TIcY7St40mDSbp,2,0.15516,0.0011618,0,0.051799,1.8953,9.9945,-2.4815,-9.9794,-5.1392,-7.0884
342,859:R_2TIcY7St40mDSbp,3,2.4591,0.017356,0.48791,0.050936,0.88467,0.30246,1.0155,0.3606,3.4414,9.5102
343,859:R_2TIcY7St40mDSbp,4,0.17666,0.0027594,0.00066787,0.050204,3.9917,2.7918,2.8791,-5.0368,-1.6183,-2.9462
344,859:R_2TIcY7St40mDSbp,5,4.8916,0.006908,0.53149,0.15918,0.93726,0.029297,0.99121,0.97656,3.0762,5
345,866:R_1gV06gSb8WYiLyG,1,3.0605,0.019772,0.44345,0.050605,1.1644,0.84712,0.98859,0.10356,3.5748,9.9525
346,866:R_1gV06gSb8WYiLyG,2,3.4266,0.0011543,0.44634,0.072422,1.0423,0.693,0.83357,-0.21849,3.326,10
347,866:R_1gV06gSb8WYiLyG,3,9.6646,0.0011192,0.24156,0.06193,0.25028,0.69759,2.5505,1.0525,5.0558,6.649
348,866:R_1gV06gSb8WYiLyG,4,1.9989,0.019989,0.19995,0.05,0.4502,0.80078,1.001,0.40039,3.501,10
349,866:R_1gV06gSb8WYiLyG,5,9.9984,0.00109,0.78049,0.05,1.0456,0.95658,3.3051,-7.4923,7.6131,7.4932
350,866:R_31YEgt5MqfcfZMC,1,2.6318,0.028184,0.43439,0.07374,1.0003,0.85395,0.93897,0.30584,3.4458,6.0248
351,866:R_31YEgt5MqfcfZMC,2,5.2116,0.014805,0.51787,0.052535,0.7584,1.0272,0.9867,-0.39466,5.0197,9.0595
352,866:R_31YEgt5MqfcfZMC,3,3.902,0.0041491,0.61361,0.056888,1.5925,0.96904,1.1092,0.41842,3.8373,8.8844
353,866:R_31YEgt5MqfcfZMC,4,1.9983,0.021433,0.44717,0.05036,1.0243,0.93445,0.77698,0.21545,3.4372,8.6328
354,866:R_31YEgt5MqfcfZMC,5,3.124,0.0041243,0.64892,0.057063,0.96265,0.94633,0.89646,-1.1372,4.7847,9.7562
355,868:R_3fr4BoB7aWIvPgR,1,7.4243,0.83046,0.31669,0.081841,0.7193,0.48268,1.0398,0.4151,4.4091,9.9462
356,868:R_3fr4BoB7aWIvPgR,2,0.91506,0.23161,0.34395,0.051171,1.112,0.24584,0.9531,0.63611,4.324,9.893
357,868:R_3fr4BoB7aWIvPgR,3,1.4996,0.62199,0.43524,0.050453,1.2794,0.022328,1.0689,0.35446,4.6823,9.9993
358,868:R_3fr4BoB7aWIvPgR,4,1.1856,0.11884,0.35568,0.05,1.0595,0.32135,1.0364,0.62867,4.194,10
359,868:R_3fr4BoB7aWIvPgR,5,1.3179,0.018076,0.25158,0.05017,1.1283,0.25215,0.84001,0.55936,3.5299,9.1147
360,869:R_1ISnTo9jrXyYo7m,1,1.1095,0.0013377,0.19347,0.081016,0.36504,0.52183,1.1858,0.77621,3.8696,9.9333
361,869:R_1ISnTo9jrXyYo7m,2,4.7569,0.001,0.30429,0.066313,0.40891,0.32293,1.4505,1.7229,5.96,9.4885
362,869:R_1ISnTo9jrXyYo7m,3,3.3697,0.001,0.33569,0.05,0.25006,0.26611,1.7419,0.35522,5.553,9.8718
363,869:R_1ISnTo9jrXyYo7m,4,1.9989,0.019989,0.19995,0.05,0.4502,0.80078,1.001,0.40039,3.501,10
364,869:R_1ISnTo9jrXyYo7m,5,1.2236,0.0013769,0.16928,0.062504,0.42363,0.59972,1.0333,0.95037,4.3268,9.9236
365,870:R_2xVJtapsa8AgCqQ,1,0.39079,0.032027,0.1483,0.050384,1.9845,-4.3007,1.2833,-0.76766,4.5323,9.877
366,870:R_2xVJtapsa8AgCqQ,2,0.32778,0.067107,0.23413,0.057263,1.5964,-6.3087,1.774,0.16826,5.4446,9.8358
367,870:R_2xVJtapsa8AgCqQ,3,1.0751,0.10449,0.19278,0.056507,2.136,-6.9647,1.7631,-0.30423,5.1428,9.482
368,870:R_2xVJtapsa8AgCqQ,4,0.82549,0.0027188,0.24152,0.071192,1.619,-7.3787,1.7999,-0.39306,5.4631,9.9838
369,870:R_2xVJtapsa8AgCqQ,5,0.20788,0.049194,0.25408,0.051233,1.5757,-4.6147,1.4814,-0.024849,4.4302,9.9999
370,872:R_3qROiZsEr7Bcg5H,1,2.3991,0.0019441,0.31086,0.05,0.25028,0.73517,1.0978,-0.20795,2.7403,9.5851
371,872:R_3qROiZsEr7Bcg5H,2,9.9844,0.0010384,0.57997,0.050042,0.25631,1.0461,4.545,0.95186,4.6594,8.2585
372,872:R_3qROiZsEr7Bcg5H,3,1.9989,0.019989,0.19995,0.05,0.4502,0.80078,1.001,0.40039,3.501,10
373,872:R_3qROiZsEr7Bcg5H,4,3.7614,0.0016565,0.38181,0.067765,0.25,0.6725,1.7987,-0.66531,4.3141,10
374,872:R_3qROiZsEr7Bcg5H,5,1.9989,0.019989,0.19995,0.05,0.4502,0.80078,1.001,0.40039,3.501,10
375,874:R_1odMCxxk6eeEibU,1,1.9989,0.019989,0.44995,0.15811,1.2002,0.80078,1.001,0.40039,3.501,10
376,874:R_1odMCxxk6eeEibU,2,2.4627,0.0024194,0.49343,0.070072,0.28263,0.24309,1.4513,0.6891,3.3705,9.9482
377,874:R_1odMCxxk6eeEibU,3,3.473,0.057134,0.2426,0.1102,0.69331,0.6778,1.0925,0.49896,3.985,7.558
378,874:R_1odMCxxk6eeEibU,4,2.473,0.012033,0.37571,0.070751,0.80954,0.38679,0.77557,0.4104,2.6583,9.9989
379,874:R_1odMCxxk6eeEibU,5,4.0804,0.016278,0.5866,0.059086,0.77466,0.34664,1.6594,0.61467,4.156,9.9998
380,875:R_sRIghBHHMf7ejap,1,0.4102,0.0056603,0.36849,0.075774,1.471,-3.1398,1.4898,0.36572,3.6917,9.331
