subject,gameNumber,category,level,user_color,outcome
216:R_21j62EoiJ63yEJ5,27,14,136,white,-1
216:R_21j62EoiJ63yEJ5,28,13,119,black,1
216:R_21j62EoiJ63yEJ5,29,13,127,white,1
216:R_21j62EoiJ63yEJ5,30,14,136,black,-1
216:R_21j62EoiJ63yEJ5,31,13,121,white,1
216:R_21j62EoiJ63yEJ5,32,13,126,black,-1
216:R_21j62EoiJ63yEJ5,33,12,118,white,-1
216:R_21j62EoiJ63yEJ5,34,11,105,black,1
217:R_1JPc2llYzw1ezqs,0,2,1,black,1
217:R_1JPc2llYzw1ezqs,1,2,14,white,1
217:R_1JPc2llYzw1ezqs,0,3,14,black,1
217:R_1JPc2llYzw1ezqs,1,3,20,white,1
217:R_1JPc2llYzw1ezqs,2,4,31,black,1
217:R_1JPc2llYzw1ezqs,3,5,44,white,1
217:R_1JPc2llYzw1ezqs,4,6,55,black,1
217:R_1JPc2llYzw1ezqs,5,7,66,white,1
217:R_1JPc2llYzw1ezqs,6,8,73,black,1
217:R_1JPc2llYzw1ezqs,7,9,83,white,1
217:R_1JPc2llYzw1ezqs,8,10,96,black,-1
217:R_1JPc2llYzw1ezqs,9,9,82,white,1
217:R_1JPc2llYzw1ezqs,10,9,80,black,1
217:R_1JPc2llYzw1ezqs,11,10,92,white,1
217:R_1JPc2llYzw1ezqs,12,11,99,black,1
217:R_1JPc2llYzw1ezqs,13,12,111,white,1
217:R_1JPc2llYzw1ezqs,14,13,121,black,1
217:R_1JPc2llYzw1ezqs,15,14,131,white,-1
217:R_1JPc2llYzw1ezqs,16,13,124,black,-1
217:R_1JPc2llYzw1ezqs,17,12,111,white,1
217:R_1JPc2llYzw1ezqs,18,12,116,black,-1
217:R_1JPc2llYzw1ezqs,19,11,103,white,-1
217:R_1JPc2llYzw1ezqs,20,10,98,black,-1
217:R_1JPc2llYzw1ezqs,21,9,82,white,-1
217:R_1JPc2llYzw1ezqs,22,8,72,black,1
217:R_1JPc2llYzw1ezqs,23,8,71,white,-1
217:R_1JPc2llYzw1ezqs,24,7,64,black,1
217:R_1JPc2llYzw1ezqs,25,7,63,white,0
217:R_1JPc2llYzw1ezqs,26,7,61,black,1
217:R_1JPc2llYzw1ezqs,27,7,59,white,1
217:R_1JPc2llYzw1ezqs,28,8,74,black,1
217:R_1JPc2llYzw1ezqs,29,9,88,white,1
217:R_1JPc2llYzw1ezqs,30,10,98,black,-1
217:R_1JPc2llYzw1ezqs,31,9,80,white,1
217:R_1JPc2llYzw1ezqs,32,9,82,black,1
217:R_1JPc2llYzw1ezqs,33,10,98,white,1
217:R_1JPc2llYzw1ezqs,34,11,106,black,-1
227:R_2qlLx30lmNEXUJL,0,2,1,black,1
227:R_2qlLx30lmNEXUJL,1,2,11,white,1
227:R_2qlLx30lmNEXUJL,0,3,12,black,1
227:R_2qlLx30lmNEXUJL,1,3,26,white,1
227:R_2qlLx30lmNEXUJL,2,4,31,black,1
227:R_2qlLx30lmNEXUJL,3,5,47,white,1
227:R_2qlLx30lmNEXUJL,4,6,52,black,1
227:R_2qlLx30lmNEXUJL,5,7,69,white,1
227:R_2qlLx30lmNEXUJL,6,8,77,black,1
227:R_2qlLx30lmNEXUJL,7,9,89,white,-1
227:R_2qlLx30lmNEXUJL,8,8,72,black,1
227:R_2qlLx30lmNEXUJL,9,8,71,white,1
227:R_2qlLx30lmNEXUJL,10,9,81,black,1
227:R_2qlLx30lmNEXUJL,11,10,98,white,-1
227:R_2qlLx30lmNEXUJL,12,9,87,black,1
227:R_2qlLx30lmNEXUJL,13,9,87,white,1
227:R_2qlLx30lmNEXUJL,14,10,90,black,-1
227:R_2qlLx30lmNEXUJL,15,9,88,white,-1
227:R_2qlLx30lmNEXUJL,16,8,76,black,-1
227:R_2qlLx30lmNEXUJL,17,7,66,white,1
227:R_2qlLx30lmNEXUJL,18,7,67,black,1
227:R_2qlLx30lmNEXUJL,19,8,75,white,1
227:R_2qlLx30lmNEXUJL,20,9,88,black,-1
227:R_2qlLx30lmNEXUJL,21,8,73,white,1
227:R_2qlLx30lmNEXUJL,22,8,79,black,1
227:R_2qlLx30lmNEXUJL,23,9,83,white,-1
227:R_2qlLx30lmNEXUJL,24,8,70,black,1
227:R_2qlLx30lmNEXUJL,25,8,70,white,1
227:R_2qlLx30lmNEXUJL,26,9,88,black,1
227:R_2qlLx30lmNEXUJL,27,10,91,white,1
227:R_2qlLx30lmNEXUJL,28,11,105,black,1
227:R_2qlLx30lmNEXUJL,29,12,118,white,1
227:R_2qlLx30lmNEXUJL,30,13,126,black,-1
227:R_2qlLx30lmNEXUJL,31,12,110,white,1
227:R_2qlLx30lmNEXUJL,32,12,113,black,1
227:R_2qlLx30lmNEXUJL,33,13,127,white,1
227:R_2qlLx30lmNEXUJL,34,14,132,black,0
230:R_28G5rUmynDONqbJ,0,2,1,black,1
230:R_28G5rUmynDONqbJ,1,2,12,white,1
230:R_28G5rUmynDONqbJ,0,3,17,black,1
230:R_28G5rUmynDONqbJ,1,3,28,white,1
230:R_28G5rUmynDONqbJ,2,4,35,black,1
230:R_28G5rUmynDONqbJ,3,5,47,white,1
230:R_28G5rUmynDONqbJ,4,6,49,black,1
230:R_28G5rUmynDONqbJ,5,7,69,white,1
230:R_28G5rUmynDONqbJ,6,8,72,black,1
230:R_28G5rUmynDONqbJ,7,9,83,white,1
230:R_28G5rUmynDONqbJ,8,10,89,black,1
230:R_28G5rUmynDONqbJ,9,11,105,white,-1
230:R_28G5rUmynDONqbJ,10,10,99,black,1
230:R_28G5rUmynDONqbJ,11,10,96,white,1
230:R_28G5rUmynDONqbJ,12,11,105,black,1
230:R_28G5rUmynDONqbJ,13,12,118,white,1
230:R_28G5rUmynDONqbJ,14,13,122,black,1
230:R_28G5rUmynDONqbJ,15,14,133,white,-1
230:R_28G5rUmynDONqbJ,16,13,125,black,1
230:R_28G5rUmynDONqbJ,17,13,123,white,-1
230:R_28G5rUmynDONqbJ,18,12,110,black,1
230:R_28G5rUmynDONqbJ,19,12,115,white,-1
230:R_28G5rUmynDONqbJ,20,11,108,black,1
230:R_28G5rUmynDONqbJ,21,11,101,white,-1
230:R_28G5rUmynDONqbJ,22,10,90,black,1
230:R_28G5rUmynDONqbJ,23,10,95,white,1
230:R_28G5rUmynDONqbJ,24,11,106,black,-1
230:R_28G5rUmynDONqbJ,25,10,89,white,1
230:R_28G5rUmynDONqbJ,26,10,95,black,1
230:R_28G5rUmynDONqbJ,27,11,106,white,-1
230:R_28G5rUmynDONqbJ,28,10,93,black,1
230:R_28G5rUmynDONqbJ,29,10,92,white,1
230:R_28G5rUmynDONqbJ,30,11,103,black,1
230:R_28G5rUmynDONqbJ,31,12,111,white,-1
230:R_28G5rUmynDONqbJ,32,11,103,black,1
230:R_28G5rUmynDONqbJ,33,11,103,white,1
230:R_28G5rUmynDONqbJ,34,12,112,black,-1
209:R_1esokoelkIOTy89,0,2,1,black,1
209:R_1esokoelkIOTy89,1,2,12,white,1
209:R_1esokoelkIOTy89,0,3,11,black,1
209:R_1esokoelkIOTy89,1,3,26,white,1
209:R_1esokoelkIOTy89,2,4,37,black,1
209:R_1esokoelkIOTy89,3,5,41,white,1
209:R_1esokoelkIOTy89,4,6,55,black,1
209:R_1esokoelkIOTy89,5,7,65,white,1
209:R_1esokoelkIOTy89,6,8,73,black,1
209:R_1esokoelkIOTy89,7,9,83,white,1
209:R_1esokoelkIOTy89,8,10,99,black,1
209:R_1esokoelkIOTy89,9,11,100,white,-1
209:R_1esokoelkIOTy89,10,10,93,black,1
209:R_1esokoelkIOTy89,11,10,93,white,1
209:R_1esokoelkIOTy89,12,11,101,black,1
209:R_1esokoelkIOTy89,13,12,118,white,1
209:R_1esokoelkIOTy89,14,13,126,black,1
209:R_1esokoelkIOTy89,15,14,133,white,-1
209:R_1esokoelkIOTy89,16,13,124,black,0
209:R_1esokoelkIOTy89,17,13,129,white,-1
209:R_1esokoelkIOTy89,18,12,111,black,-1
209:R_1esokoelkIOTy89,19,11,102,white,1
209:R_1esokoelkIOTy89,20,11,107,black,1
209:R_1esokoelkIOTy89,21,12,114,white,-1
209:R_1esokoelkIOTy89,22,11,107,black,1
209:R_1esokoelkIOTy89,23,11,100,white,-1
209:R_1esokoelkIOTy89,24,10,98,black,1
209:R_1esokoelkIOTy89,25,10,93,white,1
209:R_1esokoelkIOTy89,26,11,103,black,0
209:R_1esokoelkIOTy89,27,11,106,white,-1
209:R_1esokoelkIOTy89,28,10,93,black,-1
209:R_1esokoelkIOTy89,29,9,82,white,0
209:R_1esokoelkIOTy89,30,9,81,black,-1
209:R_1esokoelkIOTy89,31,8,72,white,1
209:R_1esokoelkIOTy89,32,8,70,black,1
209:R_1esokoelkIOTy89,33,9,82,white,1
209:R_1esokoelkIOTy89,34,10,98,black,1
242:R_12lQaNUgCpqQizh,0,2,1,black,1
242:R_12lQaNUgCpqQizh,1,2,11,white,1
242:R_12lQaNUgCpqQizh,0,3,17,black,1
242:R_12lQaNUgCpqQizh,1,3,28,white,1
242:R_12lQaNUgCpqQizh,2,4,35,black,1
242:R_12lQaNUgCpqQizh,3,5,47,white,1
242:R_12lQaNUgCpqQizh,4,6,57,black,1
242:R_12lQaNUgCpqQizh,5,7,59,white,1
242:R_12lQaNUgCpqQizh,6,8,76,black,1
242:R_12lQaNUgCpqQizh,7,9,86,white,1
242:R_12lQaNUgCpqQizh,8,10,94,black,1
242:R_12lQaNUgCpqQizh,9,11,102,white,1
242:R_12lQaNUgCpqQizh,10,12,119,black,1
242:R_12lQaNUgCpqQizh,11,13,119,white,1
242:R_12lQaNUgCpqQizh,12,14,134,black,-1
242:R_12lQaNUgCpqQizh,13,13,122,white,-1
242:R_12lQaNUgCpqQizh,14,12,111,black,1
242:R_12lQaNUgCpqQizh,15,12,114,white,1
242:R_12lQaNUgCpqQizh,16,13,120,black,1
242:R_12lQaNUgCpqQizh,17,14,135,white,1
242:R_12lQaNUgCpqQizh,18,15,143,black,-1
242:R_12lQaNUgCpqQizh,19,14,137,white,-1
242:R_12lQaNUgCpqQizh,20,13,129,black,-1
242:R_12lQaNUgCpqQizh,21,12,115,white,-1
242:R_12lQaNUgCpqQizh,22,11,107,black,-1
242:R_12lQaNUgCpqQizh,23,10,89,white,1
242:R_12lQaNUgCpqQizh,24,10,95,black,1
242:R_12lQaNUgCpqQizh,25,11,108,white,-1
242:R_12lQaNUgCpqQizh,26,10,91,black,1
242:R_12lQaNUgCpqQizh,27,10,98,white,1
242:R_12lQaNUgCpqQizh,28,11,102,black,-1
242:R_12lQaNUgCpqQizh,29,10,91,white,1
242:R_12lQaNUgCpqQizh,30,10,95,black,1
242:R_12lQaNUgCpqQizh,31,11,108,white,-1
242:R_12lQaNUgCpqQizh,32,10,97,black,1
242:R_12lQaNUgCpqQizh,33,10,97,white,1
242:R_12lQaNUgCpqQizh,34,11,100,black,-1
248:R_1Do3QQWN7pWkPwQ,0,2,1,black,1
248:R_1Do3QQWN7pWkPwQ,1,2,15,white,1
248:R_1Do3QQWN7pWkPwQ,0,3,10,black,1
248:R_1Do3QQWN7pWkPwQ,1,3,26,white,1
248:R_1Do3QQWN7pWkPwQ,2,4,39,black,1
248:R_1Do3QQWN7pWkPwQ,3,5,44,white,1
248:R_1Do3QQWN7pWkPwQ,4,6,57,black,1
248:R_1Do3QQWN7pWkPwQ,5,7,60,white,1
248:R_1Do3QQWN7pWkPwQ,6,8,78,black,1
248:R_1Do3QQWN7pWkPwQ,7,9,81,white,1
248:R_1Do3QQWN7pWkPwQ,8,10,92,black,1
248:R_1Do3QQWN7pWkPwQ,9,11,102,white,1
248:R_1Do3QQWN7pWkPwQ,10,12,111,black,1
248:R_1Do3QQWN7pWkPwQ,11,13,127,white,-1
248:R_1Do3QQWN7pWkPwQ,12,12,114,black,1
248:R_1Do3QQWN7pWkPwQ,13,12,115,white,-1
248:R_1Do3QQWN7pWkPwQ,14,11,103,black,1
248:R_1Do3QQWN7pWkPwQ,15,11,102,white,-1
248:R_1Do3QQWN7pWkPwQ,16,10,98,black,-1
248:R_1Do3QQWN7pWkPwQ,17,9,88,white,1
248:R_1Do3QQWN7pWkPwQ,18,9,84,black,1
248:R_1Do3QQWN7pWkPwQ,19,10,90,white,1
248:R_1Do3QQWN7pWkPwQ,20,11,105,black,1
248:R_1Do3QQWN7pWkPwQ,21,12,111,white,-1
248:R_1Do3QQWN7pWkPwQ,22,11,103,black,-1
248:R_1Do3QQWN7pWkPwQ,23,10,90,white,1
248:R_1Do3QQWN7pWkPwQ,24,10,97,black,-1
248:R_1Do3QQWN7pWkPwQ,25,9,89,white,1
248:R_1Do3QQWN7pWkPwQ,26,9,88,black,1
248:R_1Do3QQWN7pWkPwQ,27,10,92,white,1
248:R_1Do3QQWN7pWkPwQ,28,11,109,black,1
248:R_1Do3QQWN7pWkPwQ,29,12,110,white,1
248:R_1Do3QQWN7pWkPwQ,30,13,124,black,1
248:R_1Do3QQWN7pWkPwQ,31,14,135,white,1
248:R_1Do3QQWN7pWkPwQ,32,15,143,black,1
248:R_1Do3QQWN7pWkPwQ,33,16,153,white,-1
248:R_1Do3QQWN7pWkPwQ,34,15,147,black,1
171:R_1Qck2ykGDls2DLz,0,2,1,black,1
171:R_1Qck2ykGDls2DLz,1,2,10,white,1
171:R_1Qck2ykGDls2DLz,0,3,18,black,1
171:R_1Qck2ykGDls2DLz,1,3,28,white,1
171:R_1Qck2ykGDls2DLz,2,4,34,black,1
171:R_1Qck2ykGDls2DLz,3,5,39,white,1
171:R_1Qck2ykGDls2DLz,4,6,50,black,1
171:R_1Qck2ykGDls2DLz,5,7,68,white,1
171:R_1Qck2ykGDls2DLz,6,8,78,black,1
171:R_1Qck2ykGDls2DLz,7,9,89,white,-1
171:R_1Qck2ykGDls2DLz,8,8,76,black,-1
171:R_1Qck2ykGDls2DLz,9,7,67,white,-1
171:R_1Qck2ykGDls2DLz,10,6,53,black,-1
171:R_1Qck2ykGDls2DLz,11,5,48,white,-1
171:R_1Qck2ykGDls2DLz,12,4,33,black,1
171:R_1Qck2ykGDls2DLz,13,4,34,white,1
171:R_1Qck2ykGDls2DLz,14,5,48,black,1
171:R_1Qck2ykGDls2DLz,15,6,56,white,1
171:R_1Qck2ykGDls2DLz,16,7,63,black,1
171:R_1Qck2ykGDls2DLz,17,8,70,white,-1
171:R_1Qck2ykGDls2DLz,18,7,65,black,1
171:R_1Qck2ykGDls2DLz,19,7,60,white,1
171:R_1Qck2ykGDls2DLz,20,8,72,black,1
171:R_1Qck2ykGDls2DLz,21,9,82,white,-1
171:R_1Qck2ykGDls2DLz,22,8,73,black,1
171:R_1Qck2ykGDls2DLz,23,8,72,white,-1
171:R_1Qck2ykGDls2DLz,24,7,62,black,1
171:R_1Qck2ykGDls2DLz,25,7,64,white,1
171:R_1Qck2ykGDls2DLz,26,8,77,black,1
171:R_1Qck2ykGDls2DLz,27,9,83,white,1
171:R_1Qck2ykGDls2DLz,28,10,93,black,1
171:R_1Qck2ykGDls2DLz,29,11,105,white,-1
171:R_1Qck2ykGDls2DLz,30,10,91,black,1
171:R_1Qck2ykGDls2DLz,31,10,98,white,-1
171:R_1Qck2ykGDls2DLz,32,9,82,black,1
171:R_1Qck2ykGDls2DLz,33,9,81,white,-1
171:R_1Qck2ykGDls2DLz,34,8,73,black,1
221:R_2wvlbfkxX6e4M29,0,2,1,black,1
221:R_2wvlbfkxX6e4M29,1,2,12,white,1
221:R_2wvlbfkxX6e4M29,0,3,11,black,1
221:R_2wvlbfkxX6e4M29,1,3,28,white,1
221:R_2wvlbfkxX6e4M29,2,4,30,black,1
221:R_2wvlbfkxX6e4M29,3,5,40,white,1
221:R_2wvlbfkxX6e4M29,4,6,54,black,1
221:R_2wvlbfkxX6e4M29,5,7,61,white,1
221:R_2wvlbfkxX6e4M29,6,8,71,black,1
221:R_2wvlbfkxX6e4M29,7,9,88,white,-1
221:R_2wvlbfkxX6e4M29,8,8,72,black,1
221:R_2wvlbfkxX6e4M29,9,8,76,white,1
221:R_2wvlbfkxX6e4M29,10,9,81,black,1
221:R_2wvlbfkxX6e4M29,11,10,91,white,1
221:R_2wvlbfkxX6e4M29,12,11,106,black,1
221:R_2wvlbfkxX6e4M29,13,12,110,white,-1
221:R_2wvlbfkxX6e4M29,14,11,100,black,1
221:R_2wvlbfkxX6e4M29,15,11,103,white,0
221:R_2wvlbfkxX6e4M29,16,11,109,black,1
221:R_2wvlbfkxX6e4M29,17,11,102,white,0
221:R_2wvlbfkxX6e4M29,18,11,104,black,-1
221:R_2wvlbfkxX6e4M29,19,10,90,white,1
221:R_2wvlbfkxX6e4M29,20,10,89,black,1
221:R_2wvlbfkxX6e4M29,21,11,100,white,-1
221:R_2wvlbfkxX6e4M29,22,10,92,black,1
221:R_2wvlbfkxX6e4M29,23,10,94,white,-1
221:R_2wvlbfkxX6e4M29,24,9,87,black,-1
221:R_2wvlbfkxX6e4M29,25,8,75,white,1
221:R_2wvlbfkxX6e4M29,26,8,71,black,1
221:R_2wvlbfkxX6e4M29,27,9,80,white,1
221:R_2wvlbfkxX6e4M29,28,10,94,black,1
221:R_2wvlbfkxX6e4M29,29,11,105,white,-1
221:R_2wvlbfkxX6e4M29,30,10,92,black,1
221:R_2wvlbfkxX6e4M29,31,10,95,white,-1
221:R_2wvlbfkxX6e4M29,32,9,80,black,1
221:R_2wvlbfkxX6e4M29,33,9,83,white,1
221:R_2wvlbfkxX6e4M29,34,10,97,black,1
229:R_3KxYOzYEKloODvs,0,2,1,black,1
229:R_3KxYOzYEKloODvs,1,2,18,white,1
229:R_3KxYOzYEKloODvs,0,3,14,black,1
229:R_3KxYOzYEKloODvs,1,3,22,white,1
229:R_3KxYOzYEKloODvs,2,4,39,black,1
229:R_3KxYOzYEKloODvs,3,5,43,white,1
229:R_3KxYOzYEKloODvs,4,6,55,black,1
229:R_3KxYOzYEKloODvs,5,7,59,white,1
229:R_3KxYOzYEKloODvs,6,8,77,black,1
229:R_3KxYOzYEKloODvs,7,9,80,white,1
229:R_3KxYOzYEKloODvs,8,10,91,black,1
229:R_3KxYOzYEKloODvs,9,11,109,white,1
229:R_3KxYOzYEKloODvs,10,12,113,black,1
229:R_3KxYOzYEKloODvs,11,13,120,white,1
229:R_3KxYOzYEKloODvs,12,14,136,black,1
229:R_3KxYOzYEKloODvs,13,15,141,white,-1
229:R_3KxYOzYEKloODvs,14,14,132,black,1
229:R_3KxYOzYEKloODvs,15,14,133,white,1
229:R_3KxYOzYEKloODvs,16,15,139,black,1
229:R_3KxYOzYEKloODvs,17,16,150,white,1
229:R_3KxYOzYEKloODvs,18,17,161,black,-1
229:R_3KxYOzYEKloODvs,19,16,157,white,1
229:R_3KxYOzYEKloODvs,20,16,156,black,-1
229:R_3KxYOzYEKloODvs,21,15,148,white,1
229:R_3KxYOzYEKloODvs,22,15,147,black,-1
229:R_3KxYOzYEKloODvs,23,14,130,white,1
229:R_3KxYOzYEKloODvs,24,14,137,black,1
229:R_3KxYOzYEKloODvs,25,15,144,white,-1
229:R_3KxYOzYEKloODvs,26,14,138,black,1
229:R_3KxYOzYEKloODvs,27,14,132,white,-1
229:R_3KxYOzYEKloODvs,28,13,121,black,1
229:R_3KxYOzYEKloODvs,29,13,126,white,-1
229:R_3KxYOzYEKloODvs,30,12,112,black,1
229:R_3KxYOzYEKloODvs,31,12,117,white,1
229:R_3KxYOzYEKloODvs,32,13,127,black,1
229:R_3KxYOzYEKloODvs,33,14,138,white,-1
229:R_3KxYOzYEKloODvs,34,13,123,black,1
