subject,nll,nll1,nll2,nll3,nll4,nll5
101-R_31SM3mwQvAhBwar,437.79409999999996,85.87449999999998,85.70119999999997,92.75739999999999,87.0464,86.41459999999998
102-R_vdABJ1XvXNriwff,534.0414999999999,111.536,93.40249999999999,127.39579999999998,103.2892,98.41799999999999
107-R_2ahKzS67s2u094R,425.94829999999996,93.55420000000001,79.5503,72.95029999999998,83.54879999999999,96.3447
117-R_2XpQzVOPaMJjkCo,412.0195,101.48799999999999,71.75810000000001,74.6523,87.52819999999998,76.5929
121-R_2zoxitKzRuYUblm,523.1389,103.40899999999999,106.2246,103.1504,110.4377,99.91720000000001
129-R_2q8z9DfvMUHDZio,476.3589999999999,92.2898,103.65959999999998,98.30350000000001,94.26159999999997,87.84449999999998
137-R_2X1ycnpBX7zJOwI,684.5396,146.03259999999997,135.5703,155.54370000000003,131.53089999999995,115.86209999999997
139-R_1F5MGuZ2rKZOLnc,1001.6076999999993,196.7153,197.95850000000004,217.63060000000002,192.3041999999997,196.99909999999971
149-R_shhEOP9BPIFkz97,486.9373,90.55679999999997,98.47059999999999,85.8711,115.68880000000001,96.35000000000001
150-R_3ilNhJufw9u0JJr,557.9576999999999,113.12379999999999,103.5161,112.7345,109.17830000000001,119.40499999999999
152-R_XEQd4AtPvWuAWnT,471.2517,101.64959999999998,91.2761,89.03810000000001,102.24080000000001,87.04709999999999
156-R_2TTetTXWqRwQOGb,499.9044,99.0496,94.05259999999998,107.5525,92.92250000000001,106.32719999999999
166-R_9Nac2hjg6u7BlS1,649.373,141.98509999999993,105.07240000000002,135.66770000000002,131.62949999999998,135.0183
171-R_1Qck2ykGDls2DLz,531.5876999999998,101.81849999999999,123.26019999999998,113.57979999999995,91.87439999999998,101.05479999999999
175-R_2vjnTMhG0Bpa7wq,435.9368999999999,79.91249999999998,81.28339999999999,108.4582,82.37549999999997,83.90729999999998
179-R_2xV1IwgJyplwuvp,656.6788999999999,147.37129999999996,122.92729999999996,129.62760000000003,136.03529999999998,120.71739999999997
180-R_1OGFPUUh0z8rWBh,438.7335,87.78379999999999,97.29319999999998,77.9393,95.58109999999999,80.1361
181-R_3fDgQlApbcv1n4e,385.19509999999997,61.71110000000001,92.8522,71.2036,84.30700000000002,75.12119999999999
182-R_3NEgCFlK1BFSmdZ,325.3469,67.5043,61.73960000000001,69.4913,74.12770000000002,52.484
183-R_2uPQbPniskmS0Ep,347.58109999999994,44.77269999999999,76.4713,56.77300000000001,66.73219999999999,102.83189999999998
187-R_3oHOHstFKN4HiLA,400.2704,86.0011,77.038,72.63140000000001,74.3876,90.2123
192-R_1LeQOpZ9pat1k7D,521.559,100.18350000000002,103.49199999999999,85.69590000000001,110.39879999999998,121.78879999999998
194-R_24rdiskqYQc7BsO,350.50809999999996,68.0937,67.0683,77.85499999999999,71.3134,66.1777
196-R_0voL9dLPRpILrS9,757.6622000000001,189.36490000000003,153.94010000000003,127.02219999999998,142.6146,144.7204
197-R_bqny5leXGykyp0t,839.8067999999998,170.62459999999996,166.31039999999996,170.46680000000003,171.18369999999996,161.22129999999993
199-R_D1Afhly6eOCY66B,481.4251,96.78189999999998,80.15350000000001,114.1824,90.7997,99.50759999999998
200-R_1NCzjmN3Hl5r3HF,649.5453,134.42719999999997,136.9135,124.87259999999996,124.27829999999997,129.0537
201-R_3kzZPXnjFGbpt30,521.6206,124.60939999999997,113.554,96.91649999999998,96.46149999999999,90.0792
202-R_2OHMsGSLXJZG0Bc,414.451,70.29140000000002,80.38839999999998,83.0795,103.33030000000001,77.36139999999999
208-R_2AST2XkjQUqflkc,506.4688,95.10360000000001,102.57629999999997,86.3143,113.02529999999999,109.44929999999997
209-R_1esokoelkIOTy89,665.8575999999999,127.87089999999998,119.58339999999995,151.59359999999998,122.49039999999997,144.3193
212-R_OOl4OrOpRgbrLBD,338.2373,60.7889,59.59739999999999,83.5479,67.791,66.5121
215-R_32R47f1GRrLhRdX,734.1566999999999,138.6478,129.3561,133.10739999999998,165.56380000000001,167.48159999999996
216-R_21j62EoiJ63yEJ5,405.09849999999994,85.90910000000001,83.57939999999999,66.80109999999999,79.21419999999999,89.59469999999999
217-R_1JPc2llYzw1ezqs,596.4034999999999,115.6298,118.08799999999997,119.60009999999997,117.59539999999997,125.49019999999999
221-R_2wvlbfkxX6e4M29,473.5170999999999,108.78930000000001,90.97809999999997,103.27949999999996,83.9609,86.5093
226-R_2X10rcLujzFpHxv,495.74019999999996,123.07779999999998,94.33329999999997,93.76899999999998,98.26670000000001,86.29340000000002
227-R_2qlLx30lmNEXUJL,735.2963000000001,131.28359999999998,145.24930000000003,152.16770000000002,155.04909999999998,151.54659999999998
228-R_ULyuWg2JwZBuGiJ,507.55009999999993,96.69529999999997,91.0223,99.2675,124.80449999999996,95.7605
229-R_3KxYOzYEKloODvs,384.39,79.7063,81.5262,89.10340000000002,71.6998,62.354299999999995
230-R_28G5rUmynDONqbJ,380.66959999999995,77.62859999999999,74.85249999999999,59.156099999999995,85.71969999999997,83.31269999999999
231-R_2QRpawEy8w6txvN,294.23190000000005,66.6576,56.60750000000001,53.70400000000001,55.6041,61.65870000000001
236-R_24qFUPTZKx0SybQ,1094.4806999999996,215.30999999999995,219.59750000000005,221.66609999999986,220.03149999999968,217.87560000000005
242-R_12lQaNUgCpqQizh,478.73369999999994,88.541,99.1998,97.68729999999998,92.4722,100.8334
245-R_eINRkRhqhKHRjzz,435.0825,99.57209999999999,88.22019999999998,84.9714,71.8301,90.48869999999997
248-R_1Do3QQWN7pWkPwQ,425.7126999999999,87.37759999999997,100.24319999999997,77.5267,79.83829999999998,80.72689999999999
