FlooredAge,subjectNr,gameNumber,category,level,user_color,outcome,count,win
22.0,A1190,1,3.0,28,white,0.0,1.0,0.0
22.0,A1190,2,3.0,27,black,1.0,1.0,1.0
22.0,A1190,5,3.0,41,white,1.0,1.0,1.0
22.0,A1190,3,6.0,25,white,1.0,1.0,1.0
22.0,A1190,6,4.0,52,black,1.0,1.0,1.0
22.0,A1190,4,7.0,39,black,1.0,1.0,1.0
22.0,A1190,7,5.0,60,white,1.0,1.0,1.0
22.0,A1190,8,8.0,72,black,-1.0,1.0,0.0
22.0,A1190,9,7.0,67,white,1.0,1.0,1.0
22.0,A1190,10,7.0,63,black,-1.0,1.0,0.0
22.0,A1190,11,6.0,57,white,1.0,1.0,1.0
22.0,A1190,12,6.0,57,black,1.0,1.0,1.0
22.0,A1190,13,7.0,66,white,1.0,1.0,1.0
22.0,A1190,14,8.0,73,black,1.0,1.0,1.0
22.0,A1190,15,9.0,83,white,1.0,1.0,1.0
22.0,A1190,16,10.0,90,black,1.0,1.0,1.0
22.0,A1190,17,11.0,104,white,1.0,1.0,1.0
22.0,A1190,18,12.0,113,black,0.0,1.0,0.0
22.0,A1190,19,12.0,114,white,1.0,1.0,1.0
22.0,A1190,20,12.0,116,black,-1.0,1.0,0.0
22.0,A1190,21,11.0,101,white,1.0,1.0,1.0
22.0,A1190,22,11.0,109,black,1.0,1.0,1.0
22.0,A1190,23,12.0,113,white,-1.0,1.0,0.0
22.0,A1190,24,11.0,104,black,1.0,1.0,1.0
22.0,A1190,25,11.0,104,white,1.0,1.0,1.0
22.0,A1190,26,12.0,109,black,1.0,1.0,1.0
22.0,A1190,27,13.0,121,white,-1.0,1.0,0.0
22.0,A1190,28,12.0,116,black,1.0,1.0,1.0
22.0,A1190,29,12.0,109,white,1.0,1.0,1.0
22.0,A1190,30,13.0,127,black,1.0,1.0,1.0
22.0,A1190,31,14.0,130,white,1.0,1.0,1.0
22.0,A1190,32,15.0,143,black,1.0,1.0,1.0
22.0,A1190,33,16.0,153,white,-1.0,1.0,0.0
22.0,A1190,34,15.0,145,black,1.0,1.0,1.0
23.0,A1195,0,2.0,1,black,1.0,1.0,1.0
23.0,A1195,1,2.0,10,white,1.0,1.0,1.0
23.0,A1195,0,3.0,15,black,1.0,1.0,1.0
23.0,A1195,1,3.0,19,white,1.0,1.0,1.0
23.0,A1195,2,4.0,32,black,1.0,1.0,1.0
23.0,A1195,3,5.0,41,white,1.0,1.0,1.0
23.0,A1195,4,6.0,54,black,1.0,1.0,1.0
23.0,A1195,5,7.0,66,white,1.0,1.0,1.0
23.0,A1195,6,8.0,76,black,1.0,1.0,1.0
23.0,A1195,7,9.0,84,white,1.0,1.0,1.0
23.0,A1195,8,10.0,95,black,1.0,1.0,1.0
23.0,A1195,9,11.0,100,white,1.0,1.0,1.0
23.0,A1195,10,12.0,112,black,1.0,1.0,1.0
23.0,A1195,11,13.0,124,white,-1.0,1.0,0.0
23.0,A1195,12,12.0,113,black,-1.0,1.0,0.0
23.0,A1195,13,11.0,109,white,1.0,1.0,1.0
23.0,A1195,14,11.0,107,black,1.0,1.0,1.0
23.0,A1195,15,12.0,119,white,-1.0,1.0,0.0
23.0,A1195,16,11.0,105,black,1.0,1.0,1.0
23.0,A1195,17,11.0,108,white,-1.0,1.0,0.0
23.0,A1195,18,10.0,90,black,-1.0,1.0,0.0
23.0,A1195,19,9.0,88,white,1.0,1.0,1.0
23.0,A1195,20,9.0,89,black,1.0,1.0,1.0
23.0,A1195,21,10.0,98,white,-1.0,1.0,0.0
23.0,A1195,22,9.0,84,black,1.0,1.0,1.0
23.0,A1195,23,9.0,86,white,1.0,1.0,1.0
23.0,A1195,24,10.0,94,black,1.0,1.0,1.0
23.0,A1195,25,11.0,103,white,1.0,1.0,1.0
23.0,A1195,26,12.0,111,black,-1.0,1.0,0.0
23.0,A1195,27,11.0,99,white,1.0,1.0,1.0
23.0,A1195,28,11.0,107,black,1.0,1.0,1.0
23.0,A1195,29,12.0,112,white,1.0,1.0,1.0
23.0,A1195,30,13.0,124,black,-1.0,1.0,0.0
23.0,A1195,31,12.0,118,white,1.0,1.0,1.0
23.0,A1195,32,12.0,111,black,1.0,1.0,1.0
23.0,A1195,33,13.0,120,white,-1.0,1.0,0.0
23.0,A1195,34,12.0,118,black,-1.0,1.0,0.0
24.0,A137,0,2.0,1,black,1.0,1.0,1.0
24.0,A137,1,2.0,12,white,1.0,1.0,1.0
24.0,A137,0,3.0,19,black,-1.0,1.0,0.0
24.0,A137,1,1.0,5,white,1.0,1.0,1.0
24.0,A137,2,1.0,6,black,1.0,1.0,1.0
24.0,A137,3,2.0,18,white,1.0,1.0,1.0
24.0,A137,4,3.0,23,black,1.0,1.0,1.0
24.0,A137,5,4.0,32,white,1.0,1.0,1.0
24.0,A137,6,5.0,47,black,1.0,1.0,1.0
24.0,A137,7,6.0,52,white,1.0,1.0,1.0
24.0,A137,8,7.0,59,black,1.0,1.0,1.0
24.0,A137,9,8.0,71,white,1.0,1.0,1.0
24.0,A137,10,9.0,84,black,1.0,1.0,1.0
24.0,A137,11,10.0,93,white,1.0,1.0,1.0
24.0,A137,12,11.0,104,black,-1.0,1.0,0.0
24.0,A137,13,10.0,92,white,1.0,1.0,1.0
24.0,A137,14,10.0,96,black,-1.0,1.0,0.0
24.0,A137,15,9.0,80,white,1.0,1.0,1.0
24.0,A137,16,9.0,82,black,1.0,1.0,1.0
24.0,A137,17,10.0,97,white,1.0,1.0,1.0
24.0,A137,18,11.0,102,black,1.0,1.0,1.0
24.0,A137,19,12.0,110,white,1.0,1.0,1.0
24.0,A137,20,13.0,128,black,1.0,1.0,1.0
24.0,A137,21,14.0,136,white,1.0,1.0,1.0
24.0,A137,22,15.0,144,black,1.0,1.0,1.0
24.0,A137,23,16.0,156,white,-1.0,1.0,0.0
24.0,A137,24,15.0,143,black,-1.0,1.0,0.0
24.0,A137,25,14.0,136,white,-1.0,1.0,0.0
24.0,A137,26,13.0,119,black,1.0,1.0,1.0
24.0,A137,27,13.0,125,white,1.0,1.0,1.0
24.0,A137,28,14.0,129,black,1.0,1.0,1.0
24.0,A137,29,15.0,145,white,-1.0,1.0,0.0
24.0,A137,30,14.0,137,black,-1.0,1.0,0.0
24.0,A137,31,13.0,125,white,0.0,1.0,0.0
24.0,A137,32,13.0,121,black,1.0,1.0,1.0
24.0,A137,33,13.0,128,white,1.0,1.0,1.0
24.0,A137,34,14.0,130,black,1.0,1.0,1.0
25.0,A139,0,2.0,1,black,1.0,1.0,1.0
25.0,A139,1,2.0,11,white,-1.0,1.0,0.0
25.0,A139,0,1.0,17,black,1.0,1.0,1.0
25.0,A139,1,2.0,13,white,1.0,1.0,1.0
25.0,A139,2,3.0,29,black,1.0,1.0,1.0
25.0,A139,3,4.0,31,white,1.0,1.0,1.0
25.0,A139,4,5.0,45,black,1.0,1.0,1.0
25.0,A139,5,6.0,53,white,1.0,1.0,1.0
25.0,A139,6,7.0,61,black,-1.0,1.0,0.0
25.0,A139,7,6.0,54,white,1.0,1.0,1.0
25.0,A139,8,6.0,56,black,1.0,1.0,1.0
25.0,A139,9,7.0,61,white,1.0,1.0,1.0
25.0,A139,10,8.0,71,black,1.0,1.0,1.0
25.0,A139,11,9.0,83,white,1.0,1.0,1.0
25.0,A139,12,10.0,90,black,-1.0,1.0,0.0
25.0,A139,13,9.0,88,white,1.0,1.0,1.0
25.0,A139,14,9.0,82,black,-1.0,1.0,0.0
25.0,A139,15,8.0,77,white,1.0,1.0,1.0
25.0,A139,16,8.0,72,black,1.0,1.0,1.0
25.0,A139,17,9.0,80,white,1.0,1.0,1.0
25.0,A139,18,10.0,96,black,1.0,1.0,1.0
25.0,A139,19,11.0,108,white,-1.0,1.0,0.0
25.0,A139,20,10.0,94,black,1.0,1.0,1.0
25.0,A139,21,10.0,91,white,1.0,1.0,1.0
25.0,A139,22,11.0,101,black,-1.0,1.0,0.0
25.0,A139,23,10.0,96,white,1.0,1.0,1.0
25.0,A139,24,10.0,92,black,1.0,1.0,1.0
25.0,A139,25,11.0,108,white,-1.0,1.0,0.0
25.0,A139,26,10.0,96,black,1.0,1.0,1.0
25.0,A139,27,10.0,93,white,1.0,1.0,1.0
25.0,A139,28,11.0,100,black,-1.0,1.0,0.0
25.0,A139,29,10.0,98,white,1.0,1.0,1.0
25.0,A139,30,10.0,91,black,-1.0,1.0,0.0
25.0,A139,31,9.0,79,white,-1.0,1.0,0.0
25.0,A139,32,8.0,76,black,1.0,1.0,1.0
25.0,A139,33,8.0,78,white,1.0,1.0,1.0
25.0,A139,34,9.0,85,black,1.0,1.0,1.0
19.0,A157,0,2.0,1,black,1.0,1.0,1.0
19.0,A157,1,2.0,19,white,1.0,1.0,1.0
19.0,A157,0,3.0,17,black,1.0,1.0,1.0
19.0,A157,1,3.0,23,white,1.0,1.0,1.0
19.0,A157,2,4.0,38,black,1.0,1.0,1.0
19.0,A157,3,5.0,42,white,0.0,1.0,0.0
19.0,A157,4,5.0,42,black,-1.0,1.0,0.0
19.0,A157,5,4.0,30,white,-1.0,1.0,0.0
19.0,A157,6,3.0,22,black,1.0,1.0,1.0
19.0,A157,7,3.0,28,white,1.0,1.0,1.0
19.0,A157,8,4.0,38,black,1.0,1.0,1.0
19.0,A157,9,5.0,47,white,1.0,1.0,1.0
19.0,A157,10,6.0,58,black,1.0,1.0,1.0
19.0,A157,11,7.0,65,white,-1.0,1.0,0.0
19.0,A157,12,6.0,50,black,1.0,1.0,1.0
19.0,A157,13,6.0,51,white,-1.0,1.0,0.0
19.0,A157,14,5.0,40,black,1.0,1.0,1.0
19.0,A157,15,5.0,40,white,1.0,1.0,1.0
19.0,A157,16,6.0,57,black,1.0,1.0,1.0
19.0,A157,17,7.0,64,white,-1.0,1.0,0.0
19.0,A157,18,6.0,51,black,1.0,1.0,1.0
19.0,A157,19,6.0,53,white,1.0,1.0,1.0
19.0,A157,20,7.0,68,black,1.0,1.0,1.0
19.0,A157,21,8.0,73,white,1.0,1.0,1.0
19.0,A157,22,9.0,88,black,1.0,1.0,1.0
19.0,A157,23,10.0,89,white,1.0,1.0,1.0
19.0,A157,24,11.0,106,black,1.0,1.0,1.0
19.0,A157,25,12.0,111,white,-1.0,1.0,0.0
19.0,A157,26,11.0,101,black,1.0,1.0,1.0
19.0,A157,27,11.0,102,white,-1.0,1.0,0.0
19.0,A157,28,10.0,95,black,-1.0,1.0,0.0
19.0,A157,29,9.0,87,white,1.0,1.0,1.0
19.0,A157,30,9.0,81,black,1.0,1.0,1.0
19.0,A157,31,10.0,98,white,1.0,1.0,1.0
19.0,A157,32,11.0,105,black,0.0,1.0,0.0
19.0,A157,33,11.0,108,white,-1.0,1.0,0.0
19.0,A157,34,10.0,95,black,1.0,1.0,1.0
18.0,A160,0,2.0,1,black,1.0,1.0,1.0
18.0,A160,1,2.0,12,white,1.0,1.0,1.0
18.0,A160,0,3.0,11,black,1.0,1.0,1.0
18.0,A160,1,3.0,28,white,1.0,1.0,1.0
18.0,A160,2,4.0,33,black,1.0,1.0,1.0
18.0,A160,3,5.0,49,white,1.0,1.0,1.0
18.0,A160,4,6.0,58,black,1.0,1.0,1.0
18.0,A160,5,7.0,62,white,1.0,1.0,1.0
18.0,A160,6,8.0,71,black,1.0,1.0,1.0
18.0,A160,7,9.0,85,white,1.0,1.0,1.0
18.0,A160,8,10.0,98,black,1.0,1.0,1.0
18.0,A160,9,11.0,101,white,1.0,1.0,1.0
18.0,A160,10,12.0,110,black,1.0,1.0,1.0
18.0,A160,11,13.0,127,white,1.0,1.0,1.0
18.0,A160,12,14.0,130,black,1.0,1.0,1.0
18.0,A160,13,15.0,148,white,1.0,1.0,1.0
18.0,A160,14,16.0,153,black,0.0,1.0,0.0
18.0,A160,15,16.0,154,white,-1.0,1.0,0.0
18.0,A160,16,15.0,141,black,1.0,1.0,1.0
18.0,A160,17,15.0,148,white,1.0,1.0,1.0
18.0,A160,18,16.0,154,black,1.0,1.0,1.0
18.0,A160,19,17.0,166,white,-1.0,1.0,0.0
18.0,A160,20,16.0,156,black,-1.0,1.0,0.0
18.0,A160,21,15.0,140,white,1.0,1.0,1.0
18.0,A160,22,15.0,145,black,-1.0,1.0,0.0
18.0,A160,23,14.0,132,white,1.0,1.0,1.0
18.0,A160,24,14.0,133,black,-1.0,1.0,0.0
18.0,A160,25,13.0,119,white,-1.0,1.0,0.0
18.0,A160,26,12.0,116,black,-1.0,1.0,0.0
18.0,A160,27,11.0,102,white,1.0,1.0,1.0
18.0,A160,28,11.0,106,black,0.0,1.0,0.0
18.0,A160,29,11.0,106,white,1.0,1.0,1.0
18.0,A160,30,11.0,102,black,1.0,1.0,1.0
18.0,A160,31,12.0,116,white,-1.0,1.0,0.0
18.0,A160,32,11.0,108,black,-1.0,1.0,0.0
18.0,A160,33,10.0,90,white,1.0,1.0,1.0
18.0,A160,34,10.0,95,black,1.0,1.0,1.0
22.0,A162,0,2.0,1,black,1.0,1.0,1.0
22.0,A162,1,2.0,15,white,1.0,1.0,1.0
22.0,A162,0,3.0,16,black,1.0,1.0,1.0
22.0,A162,1,3.0,24,white,1.0,1.0,1.0
22.0,A162,2,4.0,33,black,1.0,1.0,1.0
22.0,A162,3,5.0,42,white,1.0,1.0,1.0
22.0,A162,4,6.0,56,black,1.0,1.0,1.0
22.0,A162,5,7.0,60,white,1.0,1.0,1.0
22.0,A162,6,8.0,74,black,1.0,1.0,1.0
22.0,A162,7,9.0,80,white,1.0,1.0,1.0
22.0,A162,8,10.0,94,black,1.0,1.0,1.0
22.0,A162,9,11.0,102,white,-1.0,1.0,0.0
22.0,A162,10,10.0,97,black,-1.0,1.0,0.0
22.0,A162,11,9.0,80,white,1.0,1.0,1.0
22.0,A162,12,9.0,87,black,1.0,1.0,1.0
22.0,A162,13,10.0,97,white,1.0,1.0,1.0
22.0,A162,14,11.0,107,black,1.0,1.0,1.0
22.0,A162,15,12.0,109,white,1.0,1.0,1.0
22.0,A162,16,13.0,121,black,1.0,1.0,1.0
22.0,A162,17,14.0,139,white,-1.0,1.0,0.0
22.0,A162,18,13.0,120,black,1.0,1.0,1.0
22.0,A162,19,13.0,125,white,-1.0,1.0,0.0
22.0,A162,20,12.0,110,black,1.0,1.0,1.0
22.0,A162,21,12.0,117,white,1.0,1.0,1.0
22.0,A162,22,13.0,127,black,1.0,1.0,1.0
22.0,A162,23,14.0,139,white,-1.0,1.0,0.0
22.0,A162,24,13.0,122,black,1.0,1.0,1.0
22.0,A162,25,13.0,127,white,-1.0,1.0,0.0
22.0,A162,26,12.0,114,black,1.0,1.0,1.0
22.0,A162,27,12.0,116,white,1.0,1.0,1.0
22.0,A162,28,13.0,126,black,1.0,1.0,1.0
22.0,A162,29,14.0,136,white,-1.0,1.0,0.0
22.0,A162,30,13.0,120,black,1.0,1.0,1.0
22.0,A162,31,13.0,123,white,-1.0,1.0,0.0
22.0,A162,32,12.0,109,black,1.0,1.0,1.0
22.0,A162,33,12.0,112,white,1.0,1.0,1.0
22.0,A162,34,13.0,122,black,1.0,1.0,1.0
21.0,A115,0,2.0,1,black,1.0,1.0,1.0
21.0,A115,1,2.0,17,white,1.0,1.0,1.0
21.0,A115,0,3.0,15,black,1.0,1.0,1.0
21.0,A115,1,3.0,22,white,1.0,1.0,1.0
21.0,A115,2,4.0,34,black,1.0,1.0,1.0
21.0,A115,3,5.0,40,white,1.0,1.0,1.0
21.0,A115,4,6.0,53,black,1.0,1.0,1.0
21.0,A115,5,7.0,69,white,1.0,1.0,1.0
21.0,A115,6,8.0,70,black,1.0,1.0,1.0
21.0,A115,7,9.0,80,white,1.0,1.0,1.0
21.0,A115,8,10.0,93,black,1.0,1.0,1.0
21.0,A115,9,11.0,105,white,-1.0,1.0,0.0
21.0,A115,10,10.0,96,black,1.0,1.0,1.0
21.0,A115,11,10.0,91,white,-1.0,1.0,0.0
21.0,A115,12,9.0,88,black,-1.0,1.0,0.0
21.0,A115,13,8.0,73,white,1.0,1.0,1.0
21.0,A115,14,8.0,70,black,1.0,1.0,1.0
21.0,A115,15,9.0,88,white,1.0,1.0,1.0
21.0,A115,16,10.0,92,black,1.0,1.0,1.0
21.0,A115,17,11.0,102,white,1.0,1.0,1.0
21.0,A115,18,12.0,116,black,1.0,1.0,1.0
21.0,A115,19,13.0,122,white,1.0,1.0,1.0
21.0,A115,20,14.0,132,black,1.0,1.0,1.0
21.0,A115,21,15.0,140,white,1.0,1.0,1.0
21.0,A115,22,16.0,150,black,-1.0,1.0,0.0
21.0,A115,23,15.0,145,white,-1.0,1.0,0.0
21.0,A115,24,14.0,129,black,1.0,1.0,1.0
21.0,A115,25,14.0,136,white,-1.0,1.0,0.0
21.0,A115,26,13.0,122,black,-1.0,1.0,0.0
21.0,A115,27,12.0,119,white,-1.0,1.0,0.0
21.0,A115,28,11.0,106,black,1.0,1.0,1.0
21.0,A115,29,11.0,100,white,1.0,1.0,1.0
21.0,A115,30,12.0,110,black,1.0,1.0,1.0
21.0,A115,31,13.0,122,white,0.0,1.0,0.0
21.0,A115,32,13.0,124,black,-1.0,1.0,0.0
21.0,A115,33,12.0,116,white,1.0,1.0,1.0
21.0,A115,34,12.0,117,black,1.0,1.0,1.0
21.0,A197,0,2.0,1,black,1.0,1.0,1.0
21.0,A197,1,2.0,14,white,1.0,1.0,1.0
21.0,A197,0,3.0,13,black,1.0,1.0,1.0
21.0,A197,1,3.0,23,white,1.0,1.0,1.0
21.0,A197,2,4.0,32,black,1.0,1.0,1.0
21.0,A197,3,5.0,40,white,1.0,1.0,1.0
21.0,A197,4,6.0,52,black,1.0,1.0,1.0
21.0,A197,5,7.0,68,white,1.0,1.0,1.0
21.0,A197,6,8.0,71,black,1.0,1.0,1.0
21.0,A197,7,9.0,89,white,1.0,1.0,1.0
21.0,A197,8,10.0,95,black,1.0,1.0,1.0
21.0,A197,9,11.0,103,white,1.0,1.0,1.0
21.0,A197,10,12.0,109,black,-1.0,1.0,0.0
21.0,A197,11,11.0,104,white,0.0,1.0,0.0
21.0,A197,12,11.0,102,black,1.0,1.0,1.0
21.0,A197,13,11.0,106,white,1.0,1.0,1.0
21.0,A197,14,12.0,118,black,-1.0,1.0,0.0
21.0,A197,15,11.0,106,white,1.0,1.0,1.0
21.0,A197,16,11.0,108,black,1.0,1.0,1.0
21.0,A197,17,12.0,112,white,1.0,1.0,1.0
21.0,A197,18,13.0,121,black,1.0,1.0,1.0
21.0,A197,19,14.0,133,white,-1.0,1.0,0.0
21.0,A197,20,13.0,127,black,1.0,1.0,1.0
21.0,A197,21,13.0,127,white,1.0,1.0,1.0
21.0,A197,22,14.0,136,black,1.0,1.0,1.0
21.0,A197,23,15.0,139,white,-1.0,1.0,0.0
21.0,A197,24,14.0,133,black,1.0,1.0,1.0
21.0,A197,25,14.0,135,white,1.0,1.0,1.0
21.0,A197,26,15.0,145,black,-1.0,1.0,0.0
21.0,A197,27,14.0,139,white,0.0,1.0,0.0
21.0,A197,28,14.0,136,black,-1.0,1.0,0.0
21.0,A197,29,13.0,127,white,1.0,1.0,1.0
21.0,A197,30,13.0,121,black,-1.0,1.0,0.0
21.0,A197,31,12.0,118,white,1.0,1.0,1.0
21.0,A197,32,12.0,115,black,1.0,1.0,1.0
21.0,A197,33,13.0,126,white,1.0,1.0,1.0
21.0,A197,34,14.0,138,black,1.0,1.0,1.0
23.0,A206,0,2.0,1,black,1.0,1.0,1.0
23.0,A206,1,2.0,18,white,1.0,1.0,1.0
23.0,A206,0,3.0,12,black,1.0,1.0,1.0
23.0,A206,1,3.0,29,white,1.0,1.0,1.0
23.0,A206,2,4.0,35,black,1.0,1.0,1.0
23.0,A206,3,5.0,48,white,1.0,1.0,1.0
23.0,A206,4,6.0,56,black,1.0,1.0,1.0
23.0,A206,5,7.0,67,white,1.0,1.0,1.0
23.0,A206,6,8.0,71,black,1.0,1.0,1.0
23.0,A206,7,9.0,87,white,1.0,1.0,1.0
23.0,A206,8,10.0,98,black,1.0,1.0,1.0
23.0,A206,9,11.0,101,white,1.0,1.0,1.0
23.0,A206,10,12.0,109,black,1.0,1.0,1.0
23.0,A206,11,13.0,126,white,-1.0,1.0,0.0
23.0,A206,12,12.0,109,black,1.0,1.0,1.0
23.0,A206,13,12.0,117,white,-1.0,1.0,0.0
23.0,A206,14,11.0,100,black,1.0,1.0,1.0
23.0,A206,15,11.0,100,white,1.0,1.0,1.0
23.0,A206,16,12.0,116,black,-1.0,1.0,0.0
23.0,A206,17,11.0,108,white,-1.0,1.0,0.0
23.0,A206,18,10.0,91,black,1.0,1.0,1.0
23.0,A206,19,10.0,98,white,1.0,1.0,1.0
23.0,A206,20,11.0,104,black,1.0,1.0,1.0
23.0,A206,21,12.0,110,white,1.0,1.0,1.0
23.0,A206,22,13.0,119,black,1.0,1.0,1.0
23.0,A206,23,14.0,139,white,0.0,1.0,0.0
23.0,A206,24,14.0,138,black,1.0,1.0,1.0
23.0,A206,25,14.0,134,white,1.0,1.0,1.0
23.0,A206,26,15.0,139,black,1.0,1.0,1.0
23.0,A206,27,16.0,157,white,-1.0,1.0,0.0
23.0,A206,28,15.0,142,black,1.0,1.0,1.0
23.0,A206,29,15.0,147,white,-1.0,1.0,0.0
23.0,A206,30,14.0,139,black,1.0,1.0,1.0
23.0,A206,31,14.0,134,white,1.0,1.0,1.0
23.0,A206,32,15.0,139,black,1.0,1.0,1.0
23.0,A206,33,16.0,158,white,1.0,1.0,1.0
23.0,A206,34,17.0,161,black,1.0,1.0,1.0
25.0,A217,0,2.0,1,black,1.0,1.0,1.0
25.0,A217,1,2.0,10,white,1.0,1.0,1.0
25.0,A217,0,3.0,14,black,1.0,1.0,1.0
25.0,A217,1,3.0,21,white,1.0,1.0,1.0
25.0,A217,2,4.0,37,black,1.0,1.0,1.0
25.0,A217,3,5.0,46,white,1.0,1.0,1.0
25.0,A217,4,6.0,57,black,1.0,1.0,1.0
25.0,A217,5,7.0,68,white,1.0,1.0,1.0
25.0,A217,6,8.0,77,black,1.0,1.0,1.0
25.0,A217,7,9.0,86,white,-1.0,1.0,0.0
25.0,A217,8,8.0,71,black,1.0,1.0,1.0
25.0,A217,9,8.0,71,white,0.0,1.0,0.0
25.0,A217,10,8.0,75,black,1.0,1.0,1.0
25.0,A217,11,8.0,72,white,1.0,1.0,1.0
25.0,A217,12,9.0,85,black,1.0,1.0,1.0
25.0,A217,13,10.0,92,white,1.0,1.0,1.0
25.0,A217,14,11.0,100,black,-1.0,1.0,0.0
25.0,A217,15,10.0,89,white,1.0,1.0,1.0
25.0,A217,16,10.0,95,black,1.0,1.0,1.0
25.0,A217,17,11.0,107,white,-1.0,1.0,0.0
25.0,A217,18,10.0,90,black,1.0,1.0,1.0
25.0,A217,19,10.0,98,white,1.0,1.0,1.0
25.0,A217,20,11.0,106,black,1.0,1.0,1.0
25.0,A217,21,12.0,115,white,-1.0,1.0,0.0
25.0,A217,22,11.0,108,black,1.0,1.0,1.0
25.0,A217,23,11.0,106,white,1.0,1.0,1.0
25.0,A217,24,12.0,116,black,-1.0,1.0,0.0
25.0,A217,25,11.0,106,white,1.0,1.0,1.0
25.0,A217,26,11.0,103,black,1.0,1.0,1.0
25.0,A217,27,12.0,116,white,-1.0,1.0,0.0
25.0,A217,28,11.0,107,black,-1.0,1.0,0.0
25.0,A217,29,10.0,98,white,1.0,1.0,1.0
25.0,A217,30,10.0,99,black,1.0,1.0,1.0
25.0,A217,31,11.0,100,white,-1.0,1.0,0.0
25.0,A217,32,10.0,95,black,1.0,1.0,1.0
25.0,A217,33,10.0,93,white,-1.0,1.0,0.0
25.0,A217,34,9.0,79,black,1.0,1.0,1.0
21.0,A242,0,2.0,1,black,1.0,1.0,1.0
21.0,A242,1,2.0,14,white,1.0,1.0,1.0
21.0,A242,0,3.0,15,black,1.0,1.0,1.0
21.0,A242,1,3.0,26,white,1.0,1.0,1.0
21.0,A242,2,4.0,33,black,1.0,1.0,1.0
21.0,A242,3,5.0,47,white,1.0,1.0,1.0
21.0,A242,4,6.0,54,black,1.0,1.0,1.0
21.0,A242,5,7.0,62,white,1.0,1.0,1.0
21.0,A242,6,8.0,73,black,1.0,1.0,1.0
21.0,A242,7,9.0,82,white,1.0,1.0,1.0
21.0,A242,8,10.0,98,black,-1.0,1.0,0.0
21.0,A242,9,9.0,88,white,1.0,1.0,1.0
21.0,A242,10,9.0,86,black,1.0,1.0,1.0
21.0,A242,11,10.0,96,white,1.0,1.0,1.0
21.0,A242,12,11.0,104,black,1.0,1.0,1.0
21.0,A242,13,12.0,111,white,-1.0,1.0,0.0
21.0,A242,14,11.0,106,black,1.0,1.0,1.0
21.0,A242,15,11.0,105,white,1.0,1.0,1.0
21.0,A242,16,12.0,110,black,1.0,1.0,1.0
21.0,A242,17,13.0,128,white,1.0,1.0,1.0
21.0,A242,18,14.0,133,black,1.0,1.0,1.0
21.0,A242,19,15.0,142,white,-1.0,1.0,0.0
21.0,A242,20,14.0,130,black,1.0,1.0,1.0
21.0,A242,21,14.0,137,white,1.0,1.0,1.0
21.0,A242,22,15.0,148,black,-1.0,1.0,0.0
21.0,A242,23,14.0,130,white,1.0,1.0,1.0
21.0,A242,24,14.0,136,black,1.0,1.0,1.0
21.0,A242,25,15.0,142,white,-1.0,1.0,0.0
21.0,A242,26,14.0,137,black,-1.0,1.0,0.0
21.0,A242,27,13.0,119,white,1.0,1.0,1.0
21.0,A242,28,13.0,125,black,1.0,1.0,1.0
21.0,A242,29,14.0,134,white,1.0,1.0,1.0
21.0,A242,30,15.0,144,black,1.0,1.0,1.0
21.0,A242,31,16.0,158,white,-1.0,1.0,0.0
21.0,A242,32,15.0,144,black,-1.0,1.0,0.0
21.0,A242,33,14.0,135,white,1.0,1.0,1.0
21.0,A242,34,14.0,137,black,1.0,1.0,1.0
21.0,A242,0,15.0,1,black,1.0,1.0,1.0
21.0,A242,1,2.0,13,white,1.0,1.0,1.0
21.0,A242,0,3.0,17,black,1.0,1.0,1.0
21.0,A242,1,3.0,23,white,1.0,1.0,1.0
21.0,A242,2,4.0,34,black,1.0,1.0,1.0
21.0,A242,3,5.0,45,white,1.0,1.0,1.0
21.0,A242,4,6.0,57,black,1.0,1.0,1.0
21.0,A242,5,7.0,61,white,1.0,1.0,1.0
21.0,A242,6,8.0,70,black,1.0,1.0,1.0
21.0,A242,7,9.0,81,white,1.0,1.0,1.0
21.0,A242,8,10.0,91,black,-1.0,1.0,0.0
21.0,A242,9,9.0,81,white,1.0,1.0,1.0
21.0,A242,10,9.0,85,black,1.0,1.0,1.0
21.0,A242,11,10.0,93,white,-1.0,1.0,0.0
21.0,A242,12,9.0,84,black,1.0,1.0,1.0
21.0,A242,13,9.0,86,white,1.0,1.0,1.0
21.0,A242,14,10.0,94,black,1.0,1.0,1.0
21.0,A242,15,11.0,101,white,-1.0,1.0,0.0
21.0,A242,16,10.0,98,black,1.0,1.0,1.0
21.0,A242,17,10.0,91,white,-1.0,1.0,0.0
21.0,A242,18,9.0,88,black,1.0,1.0,1.0
21.0,A242,19,9.0,88,white,-1.0,1.0,0.0
21.0,A242,20,8.0,75,black,1.0,1.0,1.0
21.0,A242,21,8.0,72,white,1.0,1.0,1.0
21.0,A242,22,9.0,86,black,1.0,1.0,1.0
21.0,A242,23,10.0,92,white,1.0,1.0,1.0
21.0,A242,24,11.0,100,black,1.0,1.0,1.0
21.0,A242,25,12.0,113,white,1.0,1.0,1.0
21.0,A242,26,13.0,127,black,1.0,1.0,1.0
21.0,A242,27,14.0,137,white,1.0,1.0,1.0
21.0,A242,28,15.0,139,black,1.0,1.0,1.0
21.0,A242,29,16.0,155,white,1.0,1.0,1.0
21.0,A242,30,17.0,162,black,1.0,1.0,1.0
21.0,A242,31,18.0,178,white,-1.0,1.0,0.0
