subject,fold,1,2,3,4,5,6,7,8,9,10,feature drop rate,heuristic quality,planning depth,elo
101:R_31SM3mwQvAhBwar,1,9.4423,0.0010187999999999998,0.49593999999999994,0.053029,1,2.3512,1.0684,-1.3530000000000002,9.0562,9.9358,0.49593999999999994,0.4500090247556165,6.95788,227
101:R_31SM3mwQvAhBwar,2,4.6871,0.0010117000000000001,0.33766,0.05,1,1.9532,0.71826,0.51976,4.0280000000000005,9.9034,0.33766,0.42107045191216746,6.87672,227
101:R_31SM3mwQvAhBwar,3,3.5541,0.0010392,0.25449,0.050015,1,1.8519,0.84516,0.35470999999999997,3.9099,9.769,0.25449,0.42536225935794636,7.52913,227
101:R_31SM3mwQvAhBwar,4,3.3949,0.0022316999999999997,0.28526,0.050009,1,1.6881,0.85611,0.1996,4.0966,9.9731,0.28526,0.44324751089427056,5.6946,227
101:R_31SM3mwQvAhBwar,5,5.2242,0.001,0.31179,0.05,1,1.8962,0.7671600000000001,0.90599,4.0726,10.0,0.31179,0.4329742083193951,6.94876,227
102:R_vdABJ1XvXNriwff,1,3.7043,0.001,0.22102,0.095324,1,0.31701999999999997,1.1159999999999999,1.1283,3.8142,10.0,0.22102,0.5607874566827287,6.70197,179
102:R_vdABJ1XvXNriwff,2,1.9126,0.011587,0.25515,0.050098000000000004,1,0.12569,1.1103,0.91141,3.7269,9.7918,0.25515,0.5634415845864112,3.52793,179
102:R_vdABJ1XvXNriwff,3,2.1312,0.0010003,0.28834,0.05,1,0.28024,1.3786,1.1582,4.0971,9.9762,0.28834,0.5526881676008831,8.70409,179
102:R_vdABJ1XvXNriwff,4,9.7653,0.0012943,0.40358,0.057589,1,0.30982,0.7331300000000001,1.0087,6.7102,7.0978,0.40358,0.5712660790559406,5.62578,179
102:R_vdABJ1XvXNriwff,5,1.9099,0.017766999999999998,0.16926,0.05,1,0.59878,1.0221,0.9708700000000001,4.2137,10.0,0.16926,0.5611087144134346,3.09588,179
107:R_2ahKzS67s2u094R,1,0.49687,0.16604000000000002,0.32911,0.077339,1,0.13012,1.4162,-0.11863,5.5744,9.8471,0.32911,0.5304725227234056,2.15476,179
107:R_2ahKzS67s2u094R,2,0.63648,0.99546,0.24643,0.050006,1,0.35957,0.95009,0.06604299999999999,3.7288,9.9974,0.24643,0.5400372164329454,0.00229843,179
107:R_2ahKzS67s2u094R,3,0.8183,0.9999600000000001,0.33859,0.050062,1,0.22912,1.2459,-0.77052,4.7486,9.9995,0.33859,0.47866046168505816,1.82415e-05,179
107:R_2ahKzS67s2u094R,4,9.5002,1.0,0.30254000000000003,0.060270000000000004,1,0.25977,1.1372,-0.20227,4.2857,9.9999,0.30254000000000003,0.520765943648594,0.0,179
107:R_2ahKzS67s2u094R,5,0.28302,0.19585999999999998,0.34492,0.050006999999999996,1,0.15514,1.1943,-0.096499,4.6497,10.0,0.34492,0.5307902824058552,2.04601,179
117:R_2XpQzVOPaMJjkCo,1,3.3184,0.020294,0.14478,0.05,1,0.62622,0.68512,-0.62012,4.5068,10.0,0.14478,0.48799357909057584,2.1185,109
117:R_2XpQzVOPaMJjkCo,2,1.1145,0.011673000000000001,0.18797,0.05,1,0.50489,0.81927,0.09285700000000001,3.9451,10.0,0.18797,0.5430795290406033,4.02895,109
117:R_2XpQzVOPaMJjkCo,3,0.98193,0.052302999999999995,0.21713000000000002,0.050683,1,0.3856,0.9320200000000001,0.19875,3.9391,8.6892,0.21713000000000002,0.5516292708435344,2.61229,109
117:R_2XpQzVOPaMJjkCo,4,1.5261,0.15279,0.18091,0.053850999999999996,1,0.54199,0.9960899999999999,-0.12207,5.3418,10.0,0.18091,0.5363598701675345,1.18296,109
117:R_2XpQzVOPaMJjkCo,5,1.1771,0.004999,0.25196999999999997,0.051338,1,0.61451,1.005,-0.14999,5.4058,9.8834,0.25196999999999997,0.5327209788337396,6.81731,109
121:R_2zoxitKzRuYUblm,1,10.0,0.0010260999999999998,0.34853,0.054513,1,-0.0031823,1.2864,0.28468000000000004,5.5149,9.97,0.34853,0.5525712329473624,6.10693,-9
121:R_2zoxitKzRuYUblm,2,2.1516,0.018729,0.11132,0.050001,1,0.5688300000000001,0.9025200000000001,0.19444,3.1432,9.3695,0.11132,0.5253520535328763,2.47791,-9
121:R_2zoxitKzRuYUblm,3,2.0143,0.027135000000000003,0.17997,0.05,1,0.45371999999999996,1.0062,0.67271,3.2882,10.0,0.17997,0.5502870015007983,2.19259,-9
121:R_2zoxitKzRuYUblm,4,6.8148,0.0019903,0.33114,0.050815,1,0.51335,1.0979,0.39509,4.6856,9.9621,0.33114,0.5572505881743766,4.82986,-9
121:R_2zoxitKzRuYUblm,5,3.4519,0.0046457,0.29284,0.050054,1,0.71514,0.99029,0.22079000000000001,3.79,8.8873,0.29284,0.5267272630139097,3.90469,-9
129:R_2q8z9DfvMUHDZio,1,0.97409,0.001,0.29696999999999996,0.051105000000000005,1,0.39302,1.0474,0.8206100000000001,3.8126,10.0,0.29696999999999996,0.5642882653175935,8.10049,129
129:R_2q8z9DfvMUHDZio,2,1.242,0.011601,0.32378,0.051827,1,0.40971,1.081,0.6838,3.8214,9.9933,0.32378,0.5602189214076759,4.38105,129
129:R_2q8z9DfvMUHDZio,3,2.0426,0.0011080999999999999,0.3323,0.050068,1,0.30688000000000004,1.4102,1.2369,4.5176,9.9392,0.3323,0.5590211525851658,8.83225,129
129:R_2q8z9DfvMUHDZio,4,5.0511,0.001031,0.2468,0.050453,1,0.19203,1.1221,0.70392,3.4997,7.7443,0.2468,0.5571073667774367,6.35359,129
129:R_2q8z9DfvMUHDZio,5,1.9989,0.019989,0.19995,0.15811,1,0.80078,1.001,0.40039,3.5010000000000003,10.0,0.19995,0.5187731167935867,2.3718,129
137:R_2X1ycnpBX7zJOwI,1,5.5104,0.0011703,0.7934,0.050001,1,0.33423,2.0714,0.19748,9.5459,7.5999,0.7934,0.5506218814652271,6.24559,-8
137:R_2X1ycnpBX7zJOwI,2,5.9636,0.002114,0.57357,0.050123,1,0.20506,0.074766,0.33165,5.5222,9.3109,0.57357,0.5176275985527079,4.76084,-8
137:R_2X1ycnpBX7zJOwI,3,5.1066,0.0079748,0.48713999999999996,0.09336,1,0.30621,0.8021699999999999,0.49462,5.8821,6.8748,0.48713999999999996,0.5693605121983838,3.02388,-8
137:R_2X1ycnpBX7zJOwI,4,3.3381,0.010320999999999999,0.58941,0.05,1,0.27534000000000003,1.0216,0.6252,4.9597,9.9048,0.58941,0.5747596592694734,2.98108,-8
137:R_2X1ycnpBX7zJOwI,5,6.2304,0.0034671,0.5866899999999999,0.067186,1,0.37079,0.7577,0.14768,6.4586,9.1114,0.5866899999999999,0.5527931303055973,4.10533,-8
139:R_1F5MGuZ2rKZOLnc,1,6.8809,0.0011857,0.63275,0.06726,1,0.5249,0.48583999999999994,-0.78735,3.8977,8.9587,0.63275,0.460121071481965,5.33232,-194
