subject,fold,1,2,3,4,5,6,7,8,9,10,feature drop rate,heuristic quality,planning depth,elo
101:R_31SM3mwQvAhBwar,1,4.7762,0.0010137,0.36441999999999997,0.051252,0.68204,1.5939,0.7689199999999999,0.10268,4.196000000000001,8.6062,0.36441999999999997,0.4528912442866954,6.62519,241
101:R_31SM3mwQvAhBwar,2,8.461,0.0018575,0.4012,0.06323200000000001,0.257,1.9408,1.8574,-0.12103,5.6372,9.9399,0.4012,0.41792998932090236,6.883,241
101:R_31SM3mwQvAhBwar,3,6.49,0.0010118,0.32993,0.051039999999999995,0.25601999999999997,1.6627,1.4942,-0.32079,6.6667,9.6308,0.32993,0.46118059882778184,8.56594,241
101:R_31SM3mwQvAhBwar,4,1.93,0.0020209,0.23176,0.05103,0.5713,1.683,0.63339,0.23038000000000003,5.4241,10.0,0.23176,0.4797063877264392,8.30963,241
101:R_31SM3mwQvAhBwar,5,9.8965,0.001,0.5040399999999999,0.054975,1.0239,2.0706,1.2112,-0.6301899999999999,7.2949,8.436,0.5040399999999999,0.4627057682598658,6.64949,241
102:R_vdABJ1XvXNriwff,1,4.3156,0.0010505999999999998,0.1665,0.11231,0.74657,0.39283,0.7739,0.87272,4.2271,9.5895,0.1665,0.6449267090793057,5.88333,192
102:R_vdABJ1XvXNriwff,2,9.5471,0.9234100000000001,0.30679,0.056553,0.3844,0.34683,2.0812,1.66,8.3954,9.7929,0.30679,0.6974907365616472,0.0240058,192
102:R_vdABJ1XvXNriwff,3,9.9997,0.0010728,0.42741999999999997,0.05064,1.1647,0.45231000000000005,0.69807,0.46642,5.0982,9.1327,0.42741999999999997,0.5322937666857772,5.93944,192
102:R_vdABJ1XvXNriwff,4,7.7379999999999995,0.0015569000000000002,0.27538,0.050052,0.7017,0.15284,1.0488,0.73692,5.6064,2.8009,0.27538,0.6603837443887429,5.92351,192
102:R_vdABJ1XvXNriwff,5,9.9966,0.0010107999999999998,0.27181,0.071978,0.27648,0.096555,1.8947,1.3791,6.257000000000001,1.2452,0.27181,0.6431947004637367,9.10113,192
107:R_2ahKzS67s2u094R,1,0.47273999999999994,0.015905000000000002,0.26179,0.055215,0.9831200000000001,0.3864,0.93222,-0.38493,3.5032,9.8032,0.26179,0.4981962413322161,4.36361,192
107:R_2ahKzS67s2u094R,2,0.67429,0.16423,0.31063,0.052405999999999994,1.3092,0.32995,0.9734799999999999,-0.40109,4.3260000000000005,9.9903,0.31063,0.45924541752688486,1.59011,192
107:R_2ahKzS67s2u094R,3,5.3791,0.6762100000000001,0.20038,0.054338,1.3694,0.61669,1.1157,0.20132,4.4385,9.9133,0.20038,0.4705714040257332,0.0229296,192
107:R_2ahKzS67s2u094R,4,0.1,0.021915,0.30774,0.05,0.96365,0.017582,1.2755,0.13799,6.7971,9.9986,0.30774,0.5580575462689028,8.46855,192
107:R_2ahKzS67s2u094R,5,0.37740999999999997,0.0084056,0.21677,0.073836,1.1385,0.44145,0.79619,0.12392,3.1891,9.9848,0.21677,0.5121415663853152,3.92008,192
117:R_2XpQzVOPaMJjkCo,1,2.4482,0.038395,0.23429,0.053332000000000004,0.97951,0.65854,1.1165,-0.065169,5.1372,9.8494,0.23429,0.5353059455601378,2.09248,124
117:R_2XpQzVOPaMJjkCo,2,3.1494,0.010031,0.26661999999999997,0.05,0.82937,0.5040600000000001,1.0066,-0.21270999999999998,5.4171,9.8845,0.26661999999999997,0.562639743608083,3.31923,124
117:R_2XpQzVOPaMJjkCo,3,1.1215,0.044945,0.19648,0.050004,0.9549799999999999,0.51575,0.97496,0.33788,4.5458,9.9894,0.19648,0.5671566068158842,2.77167,124
117:R_2XpQzVOPaMJjkCo,4,1.0756,0.061098,0.29855,0.050952,1.0114,0.51666,0.95316,-0.26725,4.6837,9.9236,0.29855,0.5200774677410362,2.51211,124
117:R_2XpQzVOPaMJjkCo,5,0.8457,0.082268,0.26393,0.050013999999999996,0.84757,0.50793,0.91806,-0.30116,4.2932,10.0,0.26393,0.5393261791386961,2.30463,124
121:R_2zoxitKzRuYUblm,1,5.0087,0.001003,0.36275999999999997,0.050011,0.25340999999999997,0.43004,1.6588,0.31209000000000003,5.6286,9.9378,0.36275999999999997,0.5954042325099458,8.2639,4
121:R_2zoxitKzRuYUblm,2,7.9478,0.0037915999999999996,0.36725,0.053505,0.80143,0.55688,1.1125,0.17602,5.0469,9.8734,0.36725,0.5878889992562596,3.79856,4
121:R_2zoxitKzRuYUblm,3,1.8056,0.0094589,0.21325,0.050313,0.43148000000000003,0.79247,0.98926,0.36546,3.4821,10.0,0.21325,0.5516581819559414,4.09606,4
121:R_2zoxitKzRuYUblm,4,9.1619,0.0010915,0.43375,0.050071,0.7399600000000001,0.38597,1.2625,-0.62458,6.9169,9.9977,0.43375,0.5601739666407171,6.24422,4
121:R_2zoxitKzRuYUblm,5,1.9989,0.019989,0.44995,0.05,1.2002,0.80078,1.001,0.40039,3.5010000000000003,10.0,0.44995,0.48542674298094296,2.83351,4
129:R_2q8z9DfvMUHDZio,1,9.522,0.0011776,0.28585,0.051059,0.29654,0.2506,1.369,0.4758,5.9479999999999995,9.7641,0.28585,0.6631047593011777,7.86151,143
129:R_2q8z9DfvMUHDZio,2,1.1493,0.014193,0.2909,0.050651,0.91381,0.28017,1.2245,1.0703,4.4358,9.9356,0.2909,0.5941285049927414,4.70804,143
129:R_2q8z9DfvMUHDZio,3,0.90649,0.018818,0.28976,0.050006999999999996,0.77559,0.5726,1.0109,0.95283,4.1719,9.9947,0.28976,0.6167508126482122,4.62875,143
129:R_2q8z9DfvMUHDZio,4,1.0485,0.0010167,0.23183,0.050523,0.74103,0.39864,1.1840000000000002,0.45503999999999994,3.5341,10.0,0.23183,0.5973637112887141,9.15015,143
