134217728	512	Black	524288	1.87	3	423
134742016	8389120	Black	4194304	1.038	3	423
139984896	10617344	Black	536870912	0.991	3	423
6192	24640	White	1048576	0.516	3	423
9133135923	1344038464	White	2147483648	1.034	3	423
2821728256	4461067	Black	4	0.413	3	423
16842752	8192	White	134217728	0.405	3	423
25231360	134225920	White	1	0.459	3	423
1098973312	138420225	White	4294967296	0.42	3	423
4294967296	0	White	134217728	0.236	3	423
2147483648	0	White	4194304	0.936	3	423
3147776	8589934656	White	2147483648	0.392	3	423
1076905984	10737422400	White	536870912	2.516	3	423
1076914176	11274293312	White	32	0.966	3	423
134217728	67108864	Black	524288	0.487	3	423
136841216	100696072	Black	2147483648	0.422	3	423
96	32768	White	8192	0.427	3	423
16793712	8429576	White	8589934592	0.525	3	423
134217728	4294967296	Black	2048	0.475	3	423
134748160	4294975528	Black	16	0.686	3	423
138942480	4297089064	Black	268435456	1.145	3	423
2111568	1614823456	White	1024	1.398	3	423
4297078872	1614857248	White	4	1.537	3	423
58286291032	1707197732	White	524288	1.283	3	423
58420770904	10297656612	White	1048576	0.697	3	423
8192	67108864	Black	8589934592	0.518	3	423
8589942784	100663296	Black	8388608	0.655	3	423
12288	4194304	White	16384	0.407	3	423
0	0	Black	134217728	1.232	3	423
134742024	4198416	Black	2048	0.459	3	423
1063428	673711104	White	2	0.238	3	423
2097152	0	White	128	2.708	3	423
128	8	Black	131072	0.391	3	423
131232	262153	Black	64	0.416	3	423
134365408	262683	Black	65536	0.491	3	423
4294975496	2149580800	White	2048	0.688	3	423
2147483648	16777216	Black	2097152	0.385	3	423
17716748288	1077936128	White	16384	0.504	3	423
8192	4194304	Black	4294967296	2.496	3	423
8288	134219776	White	8	0.849	3	423
134744064	4106	Black	34359738368	2.569	3	423
34494482436	536875019	Black	33554432	3.095	3	423
134217728	0	White	524288	2.89	3	423
0	0	Black	4096	1.967	3	423
4096	4194304	Black	4	0.432	3	423
4100	4196352	Black	1048576	0.422	3	423
3224383524	835209216	Black	4294967296	0.444	3	423
