1.5
3.3807
3.3182
1.5
4.1182
0
3.3807
3.0199
2.7179
4.5936
5.309
4.9014
2.0833
1.8333
4.953
0
4.0272
1.5
2.7179
5.3935
4.6115
0
4.6632
0
0
4.4588
3.3182
1
3.3807
2.5929
1.5
1.5
4.9275
1.8333
2.0833
1.8333
1.5
5.3351
3.1032
0
4.0888
2.45
4.5754
2.0833
5.6174
2.829
3.0199
1.8333
2.2833
2.45
1.8333
2.7179
3.8544
