4096	4194304	Black	32768	5.655	2	869
8594158222	7525664785	White	1024	2.814	2	869
268439568	1048610	Black	4194304	3.095	2	869
6715084816	9127862306	Black	4	1.048	2	869
4726784	4112	White	1048576	1.774	2	869
273162240	1052688	White	1024	1.288	2	869
1346904064	1053712	White	2147483648	1.128	2	869
0	0	Black	4096	1.265	2	869
2101248	8396800	Black	1073741824	0.954	2	869
9665794112	8527900	Black	32	2.29	2	869
6299648	1052672	White	8388608	1.414	2	869
6299776	9441280	White	16	2.549	2	869
12288	2560	Black	1024	0.972	2	869
8413196	5246992	White	268435456	1.396	2	869
6291456	514	Black	1048576	1.124	2	869
2151677952	4096	White	8192	0.787	2	869
2097184	40960	Black	8388608	2.052	2	869
2147483712	4096	White	8192	0.926	2	869
3221241920	536883200	White	4194304	1.851	2	869
4096	8589934592	Black	4194304	1.883	2	869
603988038	3223324680	White	524288	2.956	2	869
0	0	Black	4096	1.176	2	869
2097154	4202496	Black	2147483648	0.808	2	869
2158497794	8595187720	Black	32768	10.673	2	869
2158530562	8595187848	Black	32	4.541	2	869
3145728	4210688	Black	8192	3.707	2	869
11542528	4210784	Black	8589934592	1.34	2	869
268435456	0	White	1048576	0.866	2	869
811599360	1209532417	White	2048	3.249	2	869
811599464	1217931265	White	16	1.561	2	869
811599592	1217931281	White	256	1.163	2	869
48123430636	1268431123	White	17179869184	1.83	2	869
3145728	4202496	Black	4096	1.774	2	869
3149840	2420121600	Black	8	1.32	2	869
545271864	8597276676	White	524288	0.98	2	869
1048576	32768	Black	8388608	1.852	2	869
4194304	0	White	524288	1.841	2	869
4299161608	537395200	White	8192	2.228	2	869
8620351488	4330618905	Black	4	1.061	2	869
8620351524	4330651737	Black	2048	1.956	2	869
8620353572	4867522649	Black	16384	1.582	2	869
1	0	White	512	2.017	2	869
16789509	5259776	White	2097152	1.778	2	869
16781312	1074790400	Black	1024	1.272	2	869
16784384	5906628608	Black	512	1.044	2	869
3233824768	17827904	White	8192	3.186	2	869
3770695680	17836096	White	268435456	1.505	2	869
4096	8192	Black	1073741824	1.039	2	869
3248508944	26310877322	Black	4294967296	1.289	2	869
