6309904	9449600	Black	4	5.314	4	A197
18876417	4300210176	White	2	2.474	4	A197
65536	0	White	8388608	2.56	4	A197
2097152	4294967296	Black	8388608	1.74	4	A197
536883232	5259264	White	2097152	1.473	4	A197
0	0	Black	2097152	2.437	4	A197
10493952	2151677960	Black	32768	9.51	4	A197
10592256	6446661640	Black	64	5.742	4	A197
10592320	15036596232	Black	17179869184	2.053	4	A197
10808793632	4339065856	White	524288	5.152	4	A197
10809842208	4339590144	White	2	6.249	4	A197
28258146852	4876461074	White	128	8.344	4	A197
29332150820	39236199570	White	134217728	1.111	4	A197
29332150884	39370417298	White	256	0.978	4	A197
34498150400	10485760	White	8192	1.15	4	A197
2097152	2147483648	Black	8388608	6.505	4	A197
10493952	2164260880	Black	4194304	5.489	4	A197
14688264	10755244048	Black	32	2.136	4	A197
2684354560	2097152	White	1073741824	6.269	4	A197
2685403200	1080033280	White	4294967296	6.142	4	A197
2097152	16777216	Black	8388608	0.783	4	A197
0	0	Black	2097152	1.971	4	A197
10498048	4332716040	Black	32	3.528	4	A197
10498080	4332732424	Black	536870912	0.631	4	A197
0	0	Black	2097152	1.452	4	A197
2097152	1048576	Black	8192	0.858	4	A197
274735140	546314256	Black	1073741824	3.452	4	A197
5643444260	34906069008	Black	8589934592	6.818	4	A197
4239360	2115584	White	2147483648	2.712	4	A197
10514432	541100048	Black	8	0.986	4	A197
2151677952	2097152	White	8192	1.023	4	A197
2160099328	18882560	White	128	2.118	4	A197
2160099360	18882688	White	16384	11.256	4	A197
10493952	2147516418	Black	8	11.03	4	A197
10493960	6442483714	Black	8589934592	0.739	4	A197
8192	0	White	2097152	1.436	4	A197
4299190272	2149615616	White	2	1.204	4	A197
2105344	4196352	Black	8388608	0.998	4	A197
581705744	1095796776	Black	8589934592	3.693	4	A197
272638106	2191558656	White	4	1.225	4	A197
273687738	2191562820	White	524288	1.193	4	A197
290596026	19371956292	White	8589934592	5.349	4	A197
4585563322	27961890884	White	512	5.113	4	A197
39482238139	29236959812	White	256	1.051	4	A197
10489856	12889096192	Black	1073741824	7.88	4	A197
38128357376	30337409160	Black	33554432	3.141	4	A197
1048576	0	White	2097152	1.137	4	A197
0	0	Black	2097152	2.38	4	A197
2097152	67108864	Black	8388608	0.394	4	A197
10493952	67108960	Black	8	2.971	4	A197
8433920	2149597192	White	4194304	2.194	4	A197
10493984	541100032	Black	8	2.738	4	A197
10494008	9131034628	Black	64	0.593	4	A197
8598351872	4297097224	White	2048	1.267	4	A197
