4.0272
2.7179
2.7179
2.829
0
2.2833
0
5.0489
0
2.45
3.4396
4.1468
2.5929
0
2.7179
0
2.829
2.2833
1
1
3.2516
4.0272
0
3.3182
1
3.4951
3.1032
2.829
3.0199
3.8544
0
4.8745
0
1.8333
4.4992
1.5
