17448435776	2151686144	White	16	0.412	4	A160
0	0	Black	1073741824	1.868	4	A160
8	0	White	8192	4.056	4	A160
26	8224	White	2097152	0.652	4	A160
14688769	538184704	White	4	0.784	4	A160
4194304	17179869184	Black	8388608	0.813	4	A160
4194304	0	White	8192	2.796	4	A160
1073741856	8192	White	4096	0.668	4	A160
1086342176	4297078784	White	2147483648	1.029	4	A160
0	0	Black	4194304	1.49	4	A160
4194304	8388608	Black	16384	0.541	4	A160
8204	4194320	White	2097152	2.811	4	A160
8206	6291472	White	1	1.64	4	A160
8396814	6291473	White	8589934592	1.28	4	A160
36515667982	12892246033	White	268435456	0.917	4	A160
0	0	Black	4194304	0.719	4	A160
4194304	4294967296	Black	8388608	0.937	4	A160
2155888640	4235264	Black	32	0.602	4	A160
10933653555	56174882632	Black	4	7.342	4	A160
3416160	1078480896	White	8	1.82	4	A160
543170560	1090519106	Black	32	0.713	4	A160
4194304	2147483648	Black	8388608	0.503	4	A160
4294967296	0	White	4194304	0.199	4	A160
23639097344	1077944320	White	16384	0.44	4	A160
29360128	35659776	Black	16384	1.149	4	A160
19868581898	1098924144	White	128	1.053	4	A160
7516192768	4202496	White	8589934592	1.426	4	A160
7526679552	9131010048	White	1048576	1.231	4	A160
0	0	Black	4194304	0.525	4	A160
4194304	8388608	Black	8192	0.648	4	A160
4202512	2155905024	Black	128	1.439	4	A160
20979888	10746101824	Black	2097152	0.774	4	A160
8192	0	White	4194304	0.562	4	A160
1142956032	4210752	White	4096	3.771	4	A160
1142956036	4214848	White	1048576	2.818	4	A160
1142956052	5263424	White	131072	5.075	4	A160
23068672	9437216	Black	16384	3.406	4	A160
6442450945	12582912	White	33554432	0.791	4	A160
18604407156	50114806923	Black	512	0.354	4	A160
4194304	536870912	Black	8388608	2.84	4	A160
13631488	538969088	Black	16777216	2.312	4	A160
2099208	12582912	White	16777216	2.321	4	A160
8388608	2147483648	Black	16384	0.314	4	A160
8404992	6442450944	Black	32	0.367	4	A160
34359738384	4194304	White	8388608	0.497	4	A160
34361835536	12582912	White	16777216	0.573	4	A160
