2158002176	4222976	Black	2048	2.602	1	290
16908288	8388608	White	128	3.89	1	290
2105384	41959488	Black	536870912	1.478	1	290
47244640256	8388640	White	17179869184	3.032	1	290
2097152	2147483648	Black	32	2.249	1	290
10485800	6442590208	Black	8589934592	2.044	1	290
8388608	0	White	8192	2.115	1	290
11534336	40960	White	4194304	1.508	1	290
11550720	4235264	White	32	3.451	1	290
34371289088	4235296	White	8	4.398	1	290
2097184	20971520	Black	8	1.168	1	290
67117056	2097152	White	32	1.318	1	290
4363133184	10502176	White	4194304	1.33	1	290
12591376	2164342784	White	8589934592	4.239	1	290
13639952	10754277376	White	64	2.009	1	290
282075408	10754277440	White	32768	1.58	1	290
2097184	268500992	Black	8388608	1.325	1	290
17213423616	8388608	White	65536	1.79	1	290
9457696	4584382464	Black	2147483648	1.878	1	290
2156941344	4584382720	Black	131072	4.737	1	290
51573161984	1081344	White	8589934592	1.341	1	290
51589939216	8599404544	White	8	1.674	1	290
11534376	4198546	Black	4	2.181	1	290
11536428	4199571	Black	536870912	1.442	1	290
1056896	8392704	White	32	1.524	1	290
9445376	272629761	Black	32	3.871	1	290
0	0	Black	4194304	2.448	1	290
4299227180	8665446400	Black	16	1.346	1	290
541065219	2097192	White	4	1.598	1	290
9130999827	1075839020	White	4096	1.314	1	290
4391698432	572596224	White	32	2.17	1	290
5242920	7524581376	Black	536870912	2.035	1	290
268436484	4718592	White	1048576	4.567	1	290
270533636	5767168	White	4096	2.753	1	290
270803972	5771296	White	8388608	3.766	1	290
1048592	384	Black	4194304	1.206	1	290
5242896	65920	Black	33554432	1.613	1	290
2186280976	8462720	Black	524288	1.776	1	290
2186805264	8463744	Black	2097152	1.44	1	290
0	0	Black	1048576	3.006	1	290
1064960	4202496	Black	16	1.661	1	290
9453584	34380718080	Black	32	2.376	1	290
19336806580	47266144520	Black	32768	1.505	1	290
538968066	4194368	White	8192	1.685	1	290
538984454	4202568	White	32	2.425	1	290
4831838336	34359738404	Black	8	1.76	1	290
4202496	2097152	White	2147483648	1.655	1	290
4206592	2149580800	White	8388608	1.469	1	290
1083197504	155713548	Black	16	1.723	1	290
5242896	6442975232	Black	8589934592	1.862	1	290
